time_s z_m[FEM] v_m_per_s[FEM-diff] a_m_per_s2[FEM-diff] i_coil_A[FEM] emf_V[FEM]
1.000000e-03 4.605844e-02 -1.384023e-02 -4.601015e+00 0.000000e+00 0.000000e+00
2.000000e-03 4.604460e-02 -1.844125e-02 -6.895313e+00 2.243115e-07 -2.107768e-06
3.000000e-03 4.602156e-02 -2.763086e-02 -9.176192e+00 3.366620e-04 -3.163482e-03
4.000000e-03 4.598934e-02 -3.679363e-02 -9.147361e+00 5.784717e-04 -5.435674e-03
5.000000e-03 4.594797e-02 -4.592558e-02 -9.114553e+00 7.519408e-04 -7.065696e-03
6.000000e-03 4.589749e-02 -5.502273e-02 -9.077791e+00 8.759868e-04 -8.231309e-03
7.000000e-03 4.583793e-02 -6.408116e-02 -9.037098e+00 9.642262e-04 -9.060460e-03
8.000000e-03 4.576933e-02 -7.309693e-02 -8.992496e+00 1.026462e-03 -9.645261e-03
9.000000e-03 4.569174e-02 -8.206615e-02 -8.944012e+00 1.069751e-03 -1.005203e-02
1.000000e-02 4.560520e-02 -9.098495e-02 -8.891674e+00 1.099178e-03 -1.032855e-02
1.100000e-02 4.550977e-02 -9.984950e-02 -8.835510e+00 1.118403e-03 -1.050920e-02
1.200000e-02 4.540550e-02 -1.086560e-01 -8.775551e+00 1.130064e-03 -1.061877e-02
1.300000e-02 4.529245e-02 -1.174006e-01 -8.711831e+00 1.136060e-03 -1.067512e-02
1.400000e-02 4.517070e-02 -1.260796e-01 -8.644382e+00 1.137759e-03 -1.069108e-02
1.500000e-02 4.504029e-02 -1.346894e-01 -8.573242e+00 1.136143e-03 -1.067590e-02
1.600000e-02 4.490132e-02 -1.432261e-01 -8.498445e+00 1.131916e-03 -1.063618e-02
1.700000e-02 4.475384e-02 -1.516863e-01 -8.420031e+00 1.125579e-03 -1.057663e-02
1.800000e-02 4.459795e-02 -1.600662e-01 -8.338042e+00 1.117482e-03 -1.050054e-02
1.900000e-02 4.443371e-02 -1.683623e-01 -8.252518e+00 1.107864e-03 -1.041017e-02
2.000000e-02 4.426122e-02 -1.765712e-01 -8.163503e+00 1.096880e-03 -1.030695e-02
2.100000e-02 4.408057e-02 -1.846893e-01 -8.071041e+00 1.084612e-03 -1.019168e-02
2.200000e-02 4.389184e-02 -1.927133e-01 -7.975178e+00 1.071086e-03 -1.006458e-02
2.300000e-02 4.369514e-02 -2.006397e-01 -7.875963e+00 1.056271e-03 -9.925366e-03
2.400000e-02 4.349056e-02 -2.084652e-01 -7.773444e+00 1.040081e-03 -9.773240e-03
2.500000e-02 4.327821e-02 -2.161866e-01 -7.667670e+00 1.021107e-03 -9.594944e-03
2.600000e-02 4.305819e-02 -2.238006e-01 -7.558696e+00 1.000666e-03 -9.402873e-03
2.700000e-02 4.283061e-02 -2.313040e-01 -7.446573e+00 9.770663e-04 -9.181114e-03
2.800000e-02 4.259558e-02 -2.386937e-01 -7.331354e+00 9.625519e-04 -9.044727e-03
2.900000e-02 4.235322e-02 -2.459667e-01 -7.213097e+00 9.405994e-04 -8.838448e-03
3.000000e-02 4.210365e-02 -2.531199e-01 -7.091859e+00 9.092076e-04 -8.543472e-03
3.100000e-02 4.184698e-02 -2.601504e-01 -6.967696e+00 8.697601e-04 -8.172798e-03
3.200000e-02 4.158335e-02 -2.670553e-01 -6.840668e+00 7.683171e-04 -7.219578e-03
3.300000e-02 4.131287e-02 -2.738317e-01 -6.710836e+00 6.838402e-04 -6.425781e-03
3.400000e-02 4.103568e-02 -2.804770e-01 -6.578262e+00 6.137766e-04 -5.767421e-03
3.500000e-02 4.075192e-02 -2.869883e-01 -6.443006e+00 5.751816e-04 -5.404759e-03
3.600000e-02 4.046171e-02 -2.933630e-01 -6.305135e+00 5.756934e-04 -5.409568e-03
3.700000e-02 4.016519e-02 -2.995985e-01 -6.164713e+00 5.884106e-04 -5.529067e-03
3.800000e-02 3.986251e-02 -3.056924e-01 -6.021805e+00 6.038518e-04 -5.674162e-03
3.900000e-02 3.955381e-02 -3.116421e-01 -5.876477e+00 6.198994e-04 -5.824954e-03
4.000000e-02 3.923923e-02 -3.174454e-01 -5.728799e+00 6.331127e-04 -5.949115e-03
4.100000e-02 3.891892e-02 -3.230997e-01 -5.578838e+00 6.469906e-04 -6.079520e-03
4.200000e-02 3.859303e-02 -3.286030e-01 -5.426664e+00 6.552266e-04 -6.156910e-03
4.300000e-02 3.826171e-02 -3.339531e-01 -5.272348e+00 6.635339e-04 -6.234971e-03
4.400000e-02 3.792512e-02 -3.391477e-01 -5.115961e+00 6.715878e-04 -6.310650e-03
4.500000e-02 3.758341e-02 -3.441850e-01 -4.957574e+00 6.625047e-04 -6.225300e-03
4.600000e-02 3.723675e-02 -3.490629e-01 -4.797262e+00 6.595401e-04 -6.197442e-03
4.700000e-02 3.688529e-02 -3.537795e-01 -4.635096e+00 6.653411e-04 -6.251953e-03
4.800000e-02 3.652919e-02 -3.583331e-01 -4.471152e+00 6.728057e-04 -6.322094e-03
4.900000e-02 3.616862e-02 -3.627218e-01 -4.305504e+00 6.804504e-04 -6.393929e-03
5.000000e-02 3.580375e-02 -3.669441e-01 -4.138229e+00 6.879370e-04 -6.464277e-03
5.100000e-02 3.543473e-02 -3.709983e-01 -3.969402e+00 6.858563e-04 -6.444726e-03
5.200000e-02 3.506175e-02 -3.748829e-01 -3.799099e+00 6.870503e-04 -6.455945e-03
5.300000e-02 3.468497e-02 -3.785965e-01 -3.627398e+00 6.902350e-04 -6.485871e-03
5.400000e-02 3.430456e-02 -3.821377e-01 -3.454378e+00 7.023245e-04 -6.599471e-03
5.500000e-02 3.392069e-02 -3.855052e-01 -3.280115e+00 7.124681e-04 -6.694787e-03
5.600000e-02 3.353355e-02 -3.886979e-01 -3.104688e+00 7.210126e-04 -6.775076e-03
5.700000e-02 3.314330e-02 -3.917146e-01 -2.928178e+00 7.267770e-04 -6.829242e-03
5.800000e-02 3.275012e-02 -3.945543e-01 -2.750662e+00 7.311164e-04 -6.870018e-03
5.900000e-02 3.235419e-02 -3.972159e-01 -2.572221e+00 7.348101e-04 -6.904726e-03
6.000000e-02 3.195569e-02 -3.996987e-01 -2.392934e+00 7.385015e-04 -6.939413e-03
6.100000e-02 3.155479e-02 -4.020018e-01 -2.212881e+00 7.415499e-04 -6.968057e-03
6.200000e-02 3.115168e-02 -4.041245e-01 -2.032144e+00 7.429976e-04 -6.981660e-03
6.300000e-02 3.074654e-02 -4.060661e-01 -1.850803e+00 7.442797e-04 -6.993708e-03
6.400000e-02 3.033955e-02 -4.078261e-01 -1.668938e+00 7.448418e-04 -6.998990e-03
6.500000e-02 2.993089e-02 -4.094040e-01 -1.486629e+00 7.524548e-04 -7.070526e-03
6.600000e-02 2.952074e-02 -4.107993e-01 -1.303958e+00 7.574516e-04 -7.117479e-03
6.700000e-02 2.910929e-02 -4.120119e-01 -1.121007e+00 7.610869e-04 -7.151638e-03
6.800000e-02 2.869672e-02 -4.130414e-01 -9.378545e-01 7.629986e-04 -7.169602e-03
6.900000e-02 2.828321e-02 -4.138876e-01 -7.545825e-01 7.665127e-04 -7.202623e-03
7.000000e-02 2.786894e-02 -4.145505e-01 -5.712723e-01 7.680308e-04 -7.216888e-03
7.100000e-02 2.745411e-02 -4.150301e-01 -3.880037e-01 7.761595e-04 -7.293270e-03
7.200000e-02 2.703888e-02 -4.153265e-01 -2.048580e-01 7.846684e-04 -7.373225e-03
7.300000e-02 2.662345e-02 -4.154398e-01 -2.191475e-02 7.880754e-04 -7.405239e-03
7.400000e-02 2.620800e-02 -4.153704e-01 1.607460e-01 7.922886e-04 -7.444829e-03
7.500000e-02 2.579271e-02 -4.151184e-01 3.430435e-01 7.919552e-04 -7.441696e-03
7.600000e-02 2.537777e-02 -4.146843e-01 5.248990e-01 7.918133e-04 -7.440363e-03
7.700000e-02 2.496335e-02 -4.140686e-01 7.062332e-01 7.930634e-04 -7.452110e-03
7.800000e-02 2.454963e-02 -4.132718e-01 8.869668e-01 7.993591e-04 -7.511268e-03
7.900000e-02 2.413680e-02 -4.122946e-01 1.067021e+00 8.032669e-04 -7.547988e-03
8.000000e-02 2.372504e-02 -4.111378e-01 1.246319e+00 7.807793e-04 -7.336681e-03
8.100000e-02 2.331453e-02 -4.098020e-01 1.424782e+00 7.638279e-04 -7.177395e-03
8.200000e-02 2.290544e-02 -4.082882e-01 1.602334e+00 7.501037e-04 -7.048434e-03
8.300000e-02 2.249795e-02 -4.065973e-01 1.778897e+00 7.320939e-04 -6.879202e-03
8.400000e-02 2.209224e-02 -4.047304e-01 1.954396e+00 7.306949e-04 -6.866057e-03
8.500000e-02 2.168849e-02 -4.026885e-01 2.128755e+00 7.265055e-04 -6.826691e-03
8.600000e-02 2.128687e-02 -4.004729e-01 2.301899e+00 7.205573e-04 -6.770798e-03
8.700000e-02 2.088754e-02 -3.980847e-01 2.473755e+00 6.850275e-04 -6.436938e-03
8.800000e-02 2.049070e-02 -3.955254e-01 2.644249e+00 6.603224e-04 -6.204794e-03
8.900000e-02 2.009649e-02 -3.927962e-01 2.813307e+00 6.420109e-04 -6.032727e-03
9.000000e-02 1.970510e-02 -3.898988e-01 2.980858e+00 6.274159e-04 -5.895584e-03
9.100000e-02 1.931670e-02 -3.868345e-01 3.146831e+00 6.004060e-04 -5.641782e-03
