frame,t_s,z_magnet_m,z_magnet_std_m,z_bore_m
95,0.095,0.01232290801368335,0.009500261893236219,0.020199317668384557
96,0.096,0.011881186543082706,0.00950026189323667,0.020199317668384557
97,0.097,0.011444168740882072,0.009500261893237117,0.020199317668384557
98,0.098,0.011012039214481448,0.00950026189323756,0.020199317668384557
99,0.099,0.010584980126780826,0.009500261893237997,0.020199317668384557
100,0.1,0.010163171120380215,0.009500261893238429,0.020199317668384557
101,0.101,0.009746789242779608,0.009500261893238854,0.020199317668384557
102,0.10200000000000001,0.009336008872279013,0.009500261893239274,0.020199317668384557
103,0.10300000000000001,0.008931001645778418,0.009500261893239688,0.020199317668384557
104,0.10400000000000001,0.008531936387877841,0.009500261893240098,0.020199317668384557
105,0.105,0.008138979040977268,0.0095002618932405,0.020199317668384557
106,0.106,0.007752292596776706,0.009500261893240896,0.020199317668384557
107,0.107,0.007372037029576155,0.009500261893241284,0.020199317668384557
108,0.108,0.0069983692308756085,0.009500261893241668,0.020199317668384557
109,0.109,0.006631442944875078,0.009500261893242042,0.020199317668384557
110,0.11,0.006271408706474558,0.009500261893242412,0.020199317668384557
111,0.111,0.00591841377977404,0.009500261893242773,0.020199317668384557
112,0.112,0.00557260209867354,0.009500261893243126,0.020199317668384557
113,0.113,0.0052341142091730485,0.009500261893243472,0.020199317668384557
114,0.114,0.004903087212772565,0.009500261893243812,0.020199317668384557
115,0.115,0.004579654711472095,0.009500261893244141,0.020199317668384557
116,0.116,0.004263946755271636,0.009500261893244466,0.020199317668384557
117,0.117,0.00395608979007119,0.00950026189324478,0.020199317668384557
118,0.11800000000000001,0.0036562066080707556,0.009500261893245087,0.020199317668384557
119,0.11900000000000001,0.0033644162996703305,0.009500261893245385,0.020199317668384557
120,0.12,0.0030808342070699174,0.009500261893245675,0.020199317668384557
121,0.121,0.002805571879469516,0.009500261893245958,0.020199317668384557
122,0.122,0.002538737029869126,0.00950026189324623,0.020199317668384557
123,0.123,0.0022804334943687505,0.009500261893246495,0.020199317668384557
124,0.124,0.0020307611922683907,0.00950026189324675,0.020199317668384557
125,0.125,0.0017898160884680374,0.009500261893246997,0.020199317668384557
126,0.126,0.0015576901579677043,0.009500261893247234,0.020199317668384557
127,0.127,0.0013344713513673803,0.009500261893247463,0.020199317668384557
128,0.128,0.0011202435627670668,0.009500261893247682,0.020199317668384557
129,0.129,0.000915086599366765,0.009500261893247892,0.020199317668384557
130,0.13,0.0007190761531664831,0.009500261893248093,0.020199317668384557
131,0.131,0.000532283773866212,0.009500261893248284,0.020199317668384557
132,0.132,0.0003547768442659522,0.009500261893248466,0.020199317668384557
133,0.133,0.00018661855716570956,0.009500261893248638,0.020199317668384557
134,0.134,2.7867894665480324e-05,0.009500261893248799,0.020199317668384557
135,0.135,-0.00012142039163473884,0.009500261893248953,0.020199317668384557
136,0.136,-0.0002611957975349443,0.009500261893249096,0.020199317668384557
137,0.137,-0.0003914120816351301,0.00950026189324923,0.020199317668384557
138,0.138,-0.0005120272790353089,0.009500261893249352,0.020199317668384557
139,0.139,-0.0006230037130354642,0.009500261893249465,0.020199317668384557
140,0.14,-0.000724308004435617,0.00950026189324957,0.020199317668384557
141,0.14100000000000001,-0.0008159110796357514,0.009500261893249665,0.020199317668384557
142,0.14200000000000002,-0.0008977881765358662,0.009500261893249748,0.020199317668384557
143,0.14300000000000002,-0.0009699188485359729,0.00950026189324982,0.020199317668384557
144,0.14400000000000002,-0.001032286966436066,0.009500261893249885,0.020199317668384557
145,0.145,-0.001084880718836142,0.009500261893249939,0.020199317668384557
146,0.146,-0.0011276926102362036,0.009500261893249982,0.020199317668384557
147,0.147,-0.001160719457636248,0.009500261893250017,0.020199317668384557
148,0.148,-0.0011839623850362854,0.00950026189325004,0.020199317668384557
149,0.149,-0.001197426815736306,0.009500261893250053,0.020199317668384557
150,0.15,-0.0012011224635363102,0.009500261893250058,0.020199317668384557
151,0.151,-0.0011950633211362976,0.009500261893250051,0.020199317668384557
152,0.152,-0.0011792676476362765,0.009500261893250036,0.020199317668384557
153,0.153,-0.0011537579532362367,0.00950026189325001,0.020199317668384557
154,0.154,-0.001118560982836188,0.009500261893249973,0.020199317668384557
155,0.155,-0.0010737076973361265,0.009500261893249927,0.020199317668384557
156,0.156,-0.0010192332536360412,0.009500261893249871,0.020199317668384557
157,0.157,-0.0009551769818359495,0.009500261893249807,0.020199317668384557
158,0.158,-0.000881582361735846,0.00950026189324973,0.020199317668384557
159,0.159,-0.0007984969972357219,0.009500261893249646,0.020199317668384557
160,0.16,-0.0007059725881355876,0.009500261893249552,0.020199317668384557
161,0.161,-0.0006040649017354416,0.009500261893249448,0.020199317668384557
162,0.162,-0.0004928337411352782,0.009500261893249333,0.020199317668384557
163,0.163,-0.0003723429126351041,0.00950026189324921,0.020199317668384557
164,0.164,-0.00024266019163491417,0.009500261893249077,0.020199317668384557
165,0.165,-0.00010385728593471082,0.009500261893248934,0.020199317668384557
166,0.166,4.399020156550271e-05,0.009500261893248783,0.020199317668384557
167,0.167,0.00020080281256573023,0.009500261893248624,0.020199317668384557
168,0.168,0.00036649727456597317,0.009500261893248454,0.020199317668384557
169,0.169,0.0005409865432662263,0.009500261893248275,0.020199317668384557
170,0.17,0.0007241798471664931,0.009500261893248088,0.020199317668384557
171,0.171,0.0009159827333667718,0.009500261893247892,0.020199317668384557
172,0.17200000000000001,0.0011162971148670616,0.009500261893247687,0.020199317668384557
173,0.17300000000000001,0.001325021319467362,0.009500261893247474,0.020199317668384557
174,0.17400000000000002,0.001542050140367679,0.009500261893247252,0.020199317668384557
175,0.17500000000000002,0.0017672748879680052,0.00950026189324702,0.020199317668384557
176,0.176,0.0020005834432683467,0.009500261893246782,0.020199317668384557
177,0.177,0.002241860312568696,0.009500261893246535,0.020199317668384557
178,0.178,0.0024909866837690615,0.00950026189324628,0.020199317668384557
179,0.179,0.0027478404837694335,0.009500261893246017,0.020199317668384557
180,0.18,0.003012296437369819,0.009500261893245746,0.020199317668384557
181,0.181,0.003284226127470209,0.009500261893245467,0.020199317668384557
182,0.182,0.003563498056670615,0.009500261893245182,0.020199317668384557
183,0.183,0.0038499777099710347,0.009500261893244889,0.020199317668384557
184,0.184,0.00414352761857146,0.009500261893244589,0.020199317668384557
185,0.185,0.0044440074250719,0.00950026189324428,0.020199317668384557
186,0.186,0.004751273949972347,0.009500261893243966,0.020199317668384557
187,0.187,0.005065181259072801,0.009500261893243645,0.020199317668384557
188,0.188,0.00538558073177327,0.009500261893243317,0.020199317668384557
189,0.189,0.005712321131073739,0.009500261893242982,0.020199317668384557
190,0.19,0.006045248674174222,0.00950026189324264,0.020199317668384557
191,0.191,0.006384207103774717,0.009500261893242296,0.020199317668384557
192,0.192,0.0067290377611752186,0.009500261893241942,0.020199317668384557
193,0.193,0.007079579659775731,0.009500261893241584,0.020199317668384557
194,0.194,0.007435669559476247,0.009500261893241218,0.020199317668384557
195,0.195,0.007797142041876769,0.009500261893240849,0.020199317668384557
196,0.196,0.008163829587077303,0.009500261893240474,0.020199317668384557
197,0.197,0.008535562649777846,0.009500261893240094,0.020199317668384557
198,0.198,0.008912169738078396,0.009500261893239709,0.020199317668384557
199,0.199,0.009293477491078948,0.009500261893239319,0.020199317668384557
200,0.2,0.009679310758579506,0.009500261893238923,0.020199317668384557
201,0.201,0.010069492680980075,0.009500261893238524,0.020199317668384557
202,0.202,0.01046384476938065,0.00950026189323812,0.020199317668384557
203,0.203,0.010862186987181227,0.009500261893237714,0.020199317668384557
204,0.20400000000000001,0.011264337831181808,0.009500261893237301,0.020199317668384557
205,0.20500000000000002,0.011670114413982404,0.009500261893236887,0.020199317668384557
206,0.20600000000000002,0.012079332546782997,0.009500261893236469,0.020199317668384557
207,0.20700000000000002,0.012491806822083597,0.009500261893236045,0.020199317668384557
208,0.20800000000000002,0.0129073506970842,0.00950026189323562,0.020199317668384557
209,0.209,0.013325776578184807,0.009500261893235192,0.020199317668384557
210,0.21,0.013746895904385423,0.00950026189323476,0.020199317668384557
211,0.211,0.014170519231986037,0.009500261893234326,0.020199317668384557
212,0.212,0.014596456319386657,0.00950026189323389,0.020199317668384557
213,0.213,0.015024516211987277,0.009500261893233454,0.020199317668384557
214,0.214,0.015454507327087901,0.009500261893233013,0.020199317668384557
215,0.215,0.01588623753938853,0.00950026189323257,0.020199317668384557
216,0.216,0.01631951426608916,0.009500261893232128,0.020199317668384557
217,0.217,0.01675414455238979,0.009500261893231682,0.020199317668384557
218,0.218,0.017189935156990424,0.009500261893231238,0.020199317668384557
219,0.219,0.017626692637191063,0.00950026189323079,0.020199317668384557
220,0.22,0.018064223434791696,0.009500261893230342,0.020199317668384557
221,0.221,0.018502333960792337,0.009500261893229894,0.020199317668384557
222,0.222,0.018940830680992973,0.009500261893229445,0.020199317668384557
223,0.223,0.019379520200793608,0.009500261893228997,0.020199317668384557
224,0.224,0.019818209349894245,0.009500261893228548,0.020199317668384557
225,0.225,0.020256705266994884,0.0095002618932281,0.020199317668384557
226,0.226,0.020694815484395522,0.009500261893227651,0.020199317668384557
227,0.227,0.021132348011196157,0.009500261893227203,0.020199317668384557
228,0.228,0.021569111417796792,0.009500261893226758,0.020199317668384557
229,0.229,0.022004914918497424,0.00950026189322631,0.020199317668384557
230,0.23,0.022439568454798053,0.009500261893225866,0.020199317668384557
231,0.231,0.022872882777398688,0.00950026189322542,0.020199317668384557
232,0.232,0.023304669528599314,0.009500261893224981,0.020199317668384557
233,0.233,0.023734741323299946,0.00950026189322454,0.020199317668384557
234,0.234,0.024162911829700567,0.009500261893224102,0.020199317668384557
235,0.23500000000000001,0.024588995850101176,0.009500261893223665,0.020199317668384557
236,0.23600000000000002,0.025012809400001796,0.009500261893223233,0.020199317668384557
237,0.23700000000000002,0.025434169787102407,0.0095002618932228,0.020199317668384557
238,0.23800000000000002,0.025852895689903014,0.009500261893222372,0.020199317668384557
239,0.23900000000000002,0.026268807234803623,0.009500261893221947,0.020199317668384557
240,0.24,0.026681726073104227,0.009500261893221524,0.020199317668384557
241,0.241,0.027091475457104816,0.009500261893221104,0.020199317668384557
242,0.242,0.027497880314705406,0.009500261893220688,0.020199317668384557
243,0.243,0.027900767324405995,0.009500261893220277,0.020199317668384557
244,0.244,0.02829996498820658,0.009500261893219867,0.020199317668384557
245,0.245,0.028695303704107143,0.009500261893219463,0.020199317668384557
246,0.246,0.029086615838107715,0.009500261893219062,0.020199317668384557
247,0.247,0.02947373579400828,0.009500261893218667,0.020199317668384557
248,0.248,0.02985650008380884,0.009500261893218275,0.020199317668384557
249,0.249,0.03023474739530939,0.009500261893217888,0.020199317668384557
250,0.25,0.030608318660509927,0.009500261893217506,0.020199317668384557
251,0.251,0.030977057121010464,0.009500261893217128,0.020199317668384557
252,0.252,0.031340808393911,0.009500261893216755,0.020199317668384557
253,0.253,0.03169942053561152,0.00950026189321639,0.020199317668384557
254,0.254,0.03205274410471203,0.009500261893216028,0.020199317668384557
255,0.255,0.03240063222381254,0.009500261893215671,0.020199317668384557
256,0.256,0.032742940640013034,0.009500261893215322,0.020199317668384557
257,0.257,0.033079527783813525,0.009500261893214977,0.020199317668384557
258,0.258,0.03341025482751401,0.009500261893214639,0.020199317668384557
259,0.259,0.033734985741414474,0.009500261893214306,0.020199317668384557
260,0.26,0.03405358734971494,0.00950026189321398,0.020199317668384557
261,0.261,0.03436592938391539,0.00950026189321366,0.020199317668384557
262,0.262,0.034671884535615836,0.009500261893213348,0.020199317668384557
263,0.263,0.03497132850821627,0.00950026189321304,0.020199317668384557
264,0.264,0.035264140065916695,0.009500261893212741,0.020199317668384557
265,0.265,0.035550201082717114,0.009500261893212448,0.020199317668384557
266,0.266,0.03582939658941752,0.009500261893212163,0.020199317668384557
267,0.267,0.03610161481864792,0.009500261893211884,0.020199317668384557
268,0.268,0.0363667472492683,0.009500261893211612,0.020199317668384557
269,0.269,0.03662468864877868,0.00950026189321135,0.020199317668384557
270,0.27,0.03687533711431904,0.009500261893211093,0.020199317668384557
271,0.271,0.0371185941121594,0.009500261893210843,0.020199317668384557
272,0.272,0.03735436451559974,0.009500261893210602,0.020199317668384557
273,0.273,0.03758255664140007,0.009500261893210368,0.020199317668384557
274,0.274,0.037803082284530394,0.009500261893210142,0.020199317668384557
275,0.275,0.0380158567514007,0.009500261893209926,0.020199317668384557
276,0.276,0.038220798891501,0.009500261893209716,0.020199317668384557
277,0.277,0.038417831127401283,0.009500261893209514,0.020199317668384557
278,0.278,0.03860687948314156,0.00950026189320932,0.020199317668384557
279,0.279,0.03878787361099182,0.009500261893209135,0.020199317668384557
280,0.28,0.03896074681659207,0.00950026189320896,0.020199317668384557
281,0.281,0.03912543608242231,0.00950026189320879,0.020199317668384557
282,0.28200000000000003,0.03928188208963254,0.00950026189320863,0.020199317668384557
283,0.28300000000000003,0.039430029238212747,0.009500261893208479,0.020199317668384557
284,0.28400000000000003,0.03956982566549296,0.009500261893208337,0.020199317668384557
285,0.28500000000000003,0.03970122326293315,0.009500261893208201,0.020199317668384557
286,0.28600000000000003,0.03982417769132332,0.009500261893208075,0.020199317668384557
287,0.28700000000000003,0.039938648394223494,0.009500261893207958,0.020199317668384557
288,0.28800000000000003,0.04004459860976365,0.009500261893207849,0.020199317668384557
289,0.289,0.040141995380693796,0.00950026189320775,0.020199317668384557
290,0.29,0.04023080956283391,0.009500261893207658,0.020199317668384557
291,0.291,0.040311015831804034,0.009500261893207577,0.020199317668384557
292,0.292,0.04038259268799414,0.009500261893207504,0.020199317668384557
293,0.293,0.04044552245994423,0.00950026189320744,0.020199317668384557
294,0.294,0.04049979130598431,0.009500261893207384,0.020199317668384557
295,0.295,0.04054538921418437,0.009500261893207337,0.020199317668384557
296,0.296,0.040582310000654424,0.0095002618932073,0.020199317668384557
297,0.297,0.040610551306124475,0.00950026189320727,0.020199317668384557
298,0.298,0.040630114590874504,0.00950026189320725,0.020199317668384557
299,0.299,0.04064100512799451,0.009500261893207239,0.020199317668384557
300,0.3,0.04064323199495452,0.009500261893207237,0.020199317668384557
301,0.301,0.04063680806353451,0.009500261893207244,0.020199317668384557
302,0.302,0.04062174998812449,0.00950026189320726,0.020199317668384557
303,0.303,0.04059807819230445,0.009500261893207284,0.020199317668384557
304,0.304,0.0405658168539044,0.009500261893207317,0.020199317668384557
305,0.305,0.04052499388830434,0.009500261893207358,0.020199317668384557
306,0.306,0.040475640930264276,0.009500261893207409,0.020199317668384557
307,0.307,0.04041779331397419,0.009500261893207467,0.020199317668384557
308,0.308,0.040351490051714095,0.009500261893207535,0.020199317668384557
309,0.309,0.04027677381072398,0.009500261893207611,0.020199317668384557
310,0.31,0.04019369088866386,0.009500261893207696,0.020199317668384557
311,0.311,0.04010229118743373,0.00950026189320779,0.020199317668384557
312,0.312,0.040002628185493584,0.009500261893207892,0.020199317668384557
313,0.313,0.03989475890859343,0.009500261893208004,0.020199317668384557
314,0.314,0.039778743899073266,0.009500261893208121,0.020199317668384557
315,0.315,0.03965464718359308,0.009500261893208248,0.020199317668384557
316,0.316,0.03952253623945289,0.009500261893208383,0.020199317668384557
317,0.317,0.039382481959362683,0.009500261893208527,0.020199317668384557
318,0.318,0.03923455861486247,0.009500261893208678,0.020199317668384557
319,0.319,0.03907884381822224,0.009500261893208838,0.020199317668384557
320,0.32,0.03891541848302201,0.009500261893209004,0.020199317668384557
321,0.321,0.03874436678326176,0.00950026189320918,0.020199317668384557
322,0.322,0.038565776111211494,0.009500261893209362,0.020199317668384557
323,0.323,0.03837973703374123,0.009500261893209553,0.020199317668384557
324,0.324,0.03818634324752095,0.00950026189320975,0.020199317668384557
325,0.325,0.03798569153280066,0.009500261893209957,0.020199317668384557
326,0.326,0.03777788170589035,0.009500261893210168,0.020199317668384557
327,0.327,0.03756301657048004,0.009500261893210389,0.020199317668384557
328,0.328,0.03734120186764971,0.009500261893210616,0.020199317668384557
329,0.329,0.037112546224669384,0.00950026189321085,0.020199317668384557
330,0.33,0.03687716110263904,0.009500261893211091,0.020199317668384557
331,0.331,0.03663516074296869,0.00950026189321134,0.020199317668384557
332,0.332,0.03638666211268833,0.009500261893211593,0.020199317668384557
333,0.333,0.03613178484869796,0.009500261893211853,0.020199317668384557
334,0.334,0.035870651200817574,0.00950026189321212,0.020199317668384557
335,0.335,0.03560338597411719,0.009500261893212394,0.020199317668384557
336,0.336,0.03533011646951679,0.009500261893212673,0.020199317668384557
337,0.337,0.03505097242421639,0.00950026189321296,0.020199317668384557
338,0.338,0.03476608595071598,0.009500261893213251,0.020199317668384557
339,0.339,0.03447559147471555,0.009500261893213548,0.020199317668384557
340,0.34,0.03417962567251512,0.009500261893213851,0.020199317668384557
341,0.341,0.03387832740741468,0.00950026189321416,0.020199317668384557
342,0.342,0.03357183766481424,0.009500261893214472,0.020199317668384557
343,0.343,0.03326029948711379,0.009500261893214791,0.020199317668384557
344,0.34400000000000003,0.03294385790761333,0.009500261893215116,0.020199317668384557
345,0.34500000000000003,0.03262265988341286,0.009500261893215444,0.020199317668384557
346,0.34600000000000003,0.032296854227512384,0.009500261893215779,0.020199317668384557
347,0.34700000000000003,0.03196659154091191,0.009500261893216117,0.020199317668384557
348,0.34800000000000003,0.03163202414331142,0.009500261893216459,0.020199317668384557
349,0.34900000000000003,0.031293306003210924,0.009500261893216804,0.020199317668384557
350,0.35000000000000003,0.03095059266781043,0.009500261893217156,0.020199317668384557
351,0.35100000000000003,0.03060404119220992,0.00950026189321751,0.020199317668384557
352,0.352,0.030253810067609417,0.009500261893217867,0.020199317668384557
353,0.353,0.029900059149508898,0.009500261893218231,0.020199317668384557
354,0.354,0.029542949585308384,0.009500261893218596,0.020199317668384557
355,0.355,0.029182643741507863,0.009500261893218963,0.020199317668384557
356,0.356,0.028819305130007328,0.009500261893219336,0.020199317668384557
357,0.357,0.028453098334506797,0.009500261893219711,0.020199317668384557
358,0.358,0.028084188936906264,0.00950026189322009,0.020199317668384557
359,0.359,0.027712743442205725,0.00950026189322047,0.020199317668384557
360,0.36,0.027338929204305182,0.009500261893220853,0.020199317668384557
361,0.361,0.02696291435080463,0.009500261893221236,0.020199317668384557
362,0.362,0.026584867708204077,0.009500261893221625,0.020199317668384557
363,0.363,0.026204958726003535,0.009500261893222011,0.020199317668384557
364,0.364,0.025823357401902978,0.009500261893222402,0.020199317668384557
365,0.365,0.02544023420560242,0.009500261893222794,0.020199317668384557
366,0.366,0.02505576000340186,0.009500261893223188,0.020199317668384557
367,0.367,0.024670105982301297,0.009500261893223583,0.020199317668384557
368,0.368,0.024283443574500737,0.009500261893223979,0.020199317668384557
369,0.369,0.023895944381200174,0.009500261893224374,0.020199317668384557
370,0.37,0.023507780097399608,0.009500261893224773,0.020199317668384557
371,0.371,0.023119122435699045,0.00950026189322517,0.020199317668384557
372,0.372,0.022730143051398477,0.009500261893225568,0.020199317668384557
373,0.373,0.022341013466497913,0.009500261893225967,0.020199317668384557
374,0.374,0.021951904995097346,0.009500261893226364,0.020199317668384557
375,0.375,0.021562988667896785,0.009500261893226763,0.020199317668384557
376,0.376,0.02117443515789622,0.00950026189322716,0.020199317668384557
377,0.377,0.020786414705595654,0.009500261893227557,0.020199317668384557
378,0.378,0.020399097044995092,0.009500261893227953,0.020199317668384557
379,0.379,0.020012651329794528,0.009500261893228348,0.020199317668384557
380,0.38,0.019627246059993966,0.009500261893228744,0.020199317668384557
381,0.381,0.019243049008693412,0.009500261893229138,0.020199317668384557
382,0.382,0.018860227149592852,0.009500261893229528,0.020199317668384557
383,0.383,0.018478946584892297,0.009500261893229918,0.020199317668384557
384,0.384,0.01809937247369175,0.009500261893230307,0.020199317668384557
385,0.385,0.0177216689608912,0.009500261893230694,0.020199317668384557
386,0.386,0.017345999106390654,0.009500261893231077,0.020199317668384557
387,0.387,0.01697252481539011,0.009500261893231459,0.020199317668384557
388,0.388,0.01660140676928957,0.00950026189323184,0.020199317668384557
389,0.389,0.016232804356289033,0.009500261893232217,0.020199317668384557
390,0.39,0.0158668756041885,0.009500261893232591,0.020199317668384557
391,0.391,0.015503777112487972,0.009500261893232964,0.020199317668384557
392,0.392,0.015143663986087451,0.00950026189323333,0.020199317668384557
393,0.393,0.014786689769586933,0.009500261893233697,0.020199317668384557
394,0.394,0.014433006382086421,0.009500261893234059,0.020199317668384557
395,0.395,0.01408276405288591,0.009500261893234416,0.020199317668384557
396,0.396,0.013736111258585404,0.009500261893234772,0.020199317668384557
397,0.397,0.013393194660084906,0.009500261893235124,0.020199317668384557
398,0.398,0.01305415904158441,0.00950026189323547,0.020199317668384557
399,0.399,0.012719147249183929,0.009500261893235813,0.020199317668384557
400,0.4,0.012388300131983445,0.009500261893236151,0.020199317668384557
401,0.401,0.012061756482782971,0.009500261893236486,0.020199317668384557
402,0.402,0.011739652980582502,0.009500261893236814,0.020199317668384557
403,0.403,0.011422124133782038,0.00950026189323714,0.020199317668384557
404,0.404,0.011109302224881589,0.00950026189323746,0.020199317668384557
405,0.405,0.010801317255181136,0.009500261893237775,0.020199317668384557
406,0.406,0.010498296891780699,0.009500261893238085,0.020199317668384557
407,0.40700000000000003,0.010200366415280264,0.00950026189323839,0.020199317668384557
408,0.40800000000000003,0.009907648668079838,0.009500261893238689,0.020199317668384557
409,0.40900000000000003,0.00962026400457942,0.009500261893238984,0.020199317668384557
410,0.41000000000000003,0.00933833024227901,0.009500261893239272,0.020199317668384557
