frame,t_s,z_mean_m,z_min_m,z_max_m,z_std_m,n_nodes,n_all
511,5.110000e-01,2.2794233521e-02,7.3620589074e-03,3.4571842985e-02,9.3152642109e-03,290,306
512,5.120000e-01,2.3076085806e-02,7.6439111932e-03,3.4853695271e-02,9.3152642109e-03,290,306
513,5.130000e-01,2.3359310338e-02,7.9271357245e-03,3.5136919802e-02,9.3152642109e-03,290,306
514,5.140000e-01,2.3643780406e-02,8.2116057927e-03,3.5421389870e-02,9.3152642109e-03,290,306
515,5.150000e-01,2.3929368958e-02,8.4971943446e-03,3.5706978422e-02,9.3152642110e-03,290,306
516,5.160000e-01,2.4215948652e-02,8.7837740380e-03,3.5993558115e-02,9.3152642110e-03,290,306
517,5.170000e-01,2.4503391912e-02,9.0712172988e-03,3.6281001376e-02,9.3152642110e-03,290,306
518,5.180000e-01,2.4791570991e-02,9.3593963771e-03,3.6569180454e-02,9.3152642111e-03,290,306
519,5.190000e-01,2.5080358018e-02,9.6481834038e-03,3.6857967481e-02,9.3152642111e-03,290,306
520,5.200000e-01,2.5369625061e-02,9.9374504468e-03,3.7147234524e-02,9.3152642111e-03,290,306
521,5.210000e-01,2.5659244182e-02,1.0227069568e-02,3.7436853645e-02,9.3152642111e-03,290,306
522,5.220000e-01,2.5949087492e-02,1.0516912878e-02,3.7726696955e-02,9.3152642112e-03,290,306
523,5.230000e-01,2.6239027209e-02,1.0806852594e-02,3.8016636672e-02,9.3152642112e-03,290,306
524,5.240000e-01,2.6528935711e-02,1.1096761096e-02,3.8306545174e-02,9.3152642112e-03,290,306
525,5.250000e-01,2.6818685595e-02,1.1386510981e-02,3.8596295058e-02,9.3152642112e-03,290,306
526,5.260000e-01,2.7108149732e-02,1.1675975117e-02,3.8885759195e-02,9.3152642113e-03,290,306
527,5.270000e-01,2.7397201320e-02,1.1965026706e-02,3.9174810783e-02,9.3152642113e-03,290,306
528,5.280000e-01,2.7685713943e-02,1.2253539329e-02,3.9463323406e-02,9.3152642113e-03,290,306
529,5.290000e-01,2.7973561624e-02,1.2541387009e-02,3.9751171086e-02,9.3152642113e-03,290,306
530,5.300000e-01,2.8260618877e-02,1.2828444262e-02,4.0038228340e-02,9.3152642114e-03,290,306
531,5.310000e-01,2.8546760767e-02,1.3114586153e-02,4.0324370230e-02,9.3152642114e-03,290,306
532,5.320000e-01,2.8831862961e-02,1.3399688347e-02,4.0609472424e-02,9.3152642114e-03,290,306
533,5.330000e-01,2.9115801781e-02,1.3683627166e-02,4.0893411243e-02,9.3152642114e-03,290,306
534,5.340000e-01,2.9398454257e-02,1.3966279642e-02,4.1176063720e-02,9.3152642115e-03,290,306
535,5.350000e-01,2.9679698184e-02,1.4247523569e-02,4.1457307646e-02,9.3152642115e-03,290,306
536,5.360000e-01,2.9959412169e-02,1.4527237554e-02,4.1737021631e-02,9.3152642115e-03,290,306
537,5.370000e-01,3.0237475686e-02,1.4805301071e-02,4.2015085149e-02,9.3152642115e-03,290,306
538,5.380000e-01,3.0513769130e-02,1.5081594515e-02,4.2291378592e-02,9.3152642116e-03,290,306
539,5.390000e-01,3.0788173862e-02,1.5355999247e-02,4.2565783325e-02,9.3152642116e-03,290,306
540,5.400000e-01,3.1060572265e-02,1.5628397650e-02,4.2838181727e-02,9.3152642116e-03,290,306
541,5.410000e-01,3.1330847792e-02,1.5898673176e-02,4.3108457254e-02,9.3152642116e-03,290,306
542,5.420000e-01,3.1598885013e-02,1.6166710398e-02,4.3376494475e-02,9.3152642117e-03,290,306
543,5.430000e-01,3.1864569671e-02,1.6432395055e-02,4.3642179133e-02,9.3152642117e-03,290,306
544,5.440000e-01,3.2127788722e-02,1.6695614107e-02,4.3905398184e-02,9.3152642117e-03,290,306
545,5.450000e-01,3.2388430389e-02,1.6956255774e-02,4.4166039851e-02,9.3152642117e-03,290,306
546,5.460000e-01,3.2646384207e-02,1.7214209591e-02,4.4423993668e-02,9.3152642118e-03,290,306
547,5.470000e-01,3.2901541066e-02,1.7469366450e-02,4.4679150528e-02,9.3152642118e-03,290,306
548,5.480000e-01,3.3153793264e-02,1.7721618649e-02,4.4931402726e-02,9.3152642118e-03,290,306
549,5.490000e-01,3.3403034547e-02,1.7970859931e-02,4.5180644009e-02,9.3152642118e-03,290,306
550,5.500000e-01,3.3649160153e-02,1.8216985537e-02,4.5426769615e-02,9.3152642119e-03,290,306
551,5.510000e-01,3.3892066859e-02,1.8459892243e-02,4.5669676321e-02,9.3152642119e-03,290,306
552,5.520000e-01,3.4131653022e-02,1.8699478406e-02,4.5909262483e-02,9.3152642119e-03,290,306
553,5.530000e-01,3.4367818620e-02,1.8935644003e-02,4.6145428081e-02,9.3152642119e-03,290,306
554,5.540000e-01,3.4600465295e-02,1.9168290679e-02,4.6378074756e-02,9.3152642119e-03,290,306
555,5.550000e-01,3.4829496395e-02,1.9397321779e-02,4.6607105857e-02,9.3152642120e-03,290,306
556,5.560000e-01,3.5054817011e-02,1.9622642395e-02,4.6832426472e-02,9.3152642120e-03,290,306
557,5.570000e-01,3.5276334017e-02,1.9844159400e-02,4.7053943478e-02,9.3152642120e-03,290,306
558,5.580000e-01,3.5493956106e-02,2.0061781490e-02,4.7271565567e-02,9.3152642120e-03,290,306
559,5.590000e-01,3.5707593834e-02,2.0275419217e-02,4.7485203294e-02,9.3152642120e-03,290,306
560,5.600000e-01,3.5917159646e-02,2.0484985030e-02,4.7694769107e-02,9.3152642121e-03,290,306
561,5.610000e-01,3.6122567923e-02,2.0690393306e-02,4.7900177383e-02,9.3152642121e-03,290,306
562,5.620000e-01,3.6323735005e-02,2.0891560388e-02,4.8101344466e-02,9.3152642121e-03,290,306
563,5.630000e-01,3.6520579235e-02,2.1088404618e-02,4.8298188695e-02,9.3152642121e-03,290,306
564,5.640000e-01,3.6713020983e-02,2.1280846366e-02,4.8490630444e-02,9.3152642121e-03,290,306
565,5.650000e-01,3.6900982686e-02,2.1468808069e-02,4.8678592146e-02,9.3152642122e-03,290,306
566,5.660000e-01,3.7084388871e-02,2.1652214254e-02,4.8861998331e-02,9.3152642122e-03,290,306
567,5.670000e-01,3.7263166189e-02,2.1830991572e-02,4.9040775650e-02,9.3152642122e-03,290,306
568,5.680000e-01,3.7437243446e-02,2.2005068829e-02,4.9214852907e-02,9.3152642122e-03,290,306
569,5.690000e-01,3.7606551625e-02,2.2174377008e-02,4.9384161086e-02,9.3152642122e-03,290,306
570,5.700000e-01,3.7771023918e-02,2.2338849301e-02,4.9548633378e-02,9.3152642122e-03,290,306
571,5.710000e-01,3.7930595747e-02,2.2498421130e-02,4.9708205208e-02,9.3152642122e-03,290,306
572,5.720000e-01,3.8085204796e-02,2.2653030179e-02,4.9862814256e-02,9.3152642123e-03,290,306
573,5.730000e-01,3.8234791026e-02,2.2802616409e-02,5.0012400486e-02,9.3152642123e-03,290,306
574,5.740000e-01,3.8379296705e-02,2.2947122088e-02,5.0156906166e-02,9.3152642123e-03,290,306
575,5.750000e-01,3.8518666427e-02,2.3086491809e-02,5.0296275887e-02,9.3152642123e-03,290,306
576,5.760000e-01,3.8652847130e-02,2.3220672512e-02,5.0430456590e-02,9.3152642123e-03,290,306
577,5.770000e-01,3.8781788120e-02,2.3349613503e-02,5.0559397580e-02,9.3152642123e-03,290,306
578,5.780000e-01,3.8905441088e-02,2.3473266470e-02,5.0683050548e-02,9.3152642123e-03,290,306
579,5.790000e-01,3.9023760125e-02,2.3591585508e-02,5.0801369585e-02,9.3152642123e-03,290,306
580,5.800000e-01,3.9136701743e-02,2.3704527126e-02,5.0914311203e-02,9.3152642124e-03,290,306
581,5.810000e-01,3.9244224886e-02,2.3812050268e-02,5.1021834346e-02,9.3152642124e-03,290,306
582,5.820000e-01,3.9346290945e-02,2.3914116327e-02,5.1123900405e-02,9.3152642124e-03,290,306
583,5.830000e-01,3.9442863774e-02,2.4010689156e-02,5.1220473233e-02,9.3152642124e-03,290,306
584,5.840000e-01,3.9533909697e-02,2.4101735080e-02,5.1311519157e-02,9.3152642124e-03,290,306
585,5.850000e-01,3.9619397525e-02,2.4187222908e-02,5.1397006985e-02,9.3152642124e-03,290,306
586,5.860000e-01,3.9699298561e-02,2.4267123943e-02,5.1476908020e-02,9.3152642124e-03,290,306
587,5.870000e-01,3.9773586608e-02,2.4341411990e-02,5.1551196067e-02,9.3152642124e-03,290,306
588,5.880000e-01,3.9842237980e-02,2.4410063363e-02,5.1619847440e-02,9.3152642124e-03,290,306
589,5.890000e-01,3.9905231509e-02,2.4473056891e-02,5.1682840969e-02,9.3152642124e-03,290,306
590,5.900000e-01,3.9962548545e-02,2.4530373927e-02,5.1740158005e-02,9.3152642124e-03,290,306
591,5.910000e-01,4.0014172965e-02,2.4581998348e-02,5.1791782425e-02,9.3152642124e-03,290,306
592,5.920000e-01,4.0060091175e-02,2.4627916557e-02,5.1837700634e-02,9.3152642124e-03,290,306
593,5.930000e-01,4.0100292109e-02,2.4668117491e-02,5.1877901568e-02,9.3152642124e-03,290,306
594,5.940000e-01,4.0134767234e-02,2.4702592617e-02,5.1912376694e-02,9.3152642124e-03,290,306
595,5.950000e-01,4.0163510549e-02,2.4731335931e-02,5.1941120009e-02,9.3152642124e-03,290,306
596,5.960000e-01,4.0186518580e-02,2.4754343962e-02,5.1964128039e-02,9.3152642124e-03,290,306
597,5.970000e-01,4.0203790381e-02,2.4771615763e-02,5.1981399840e-02,9.3152642125e-03,290,306
598,5.980000e-01,4.0215327529e-02,2.4783152911e-02,5.1992936989e-02,9.3152642125e-03,290,306
599,5.990000e-01,4.0221134121e-02,2.4788959503e-02,5.1998743581e-02,9.3152642125e-03,290,306
600,6.000000e-01,4.0221216766e-02,2.4789042148e-02,5.1998826225e-02,9.3152642125e-03,290,306
601,6.010000e-01,4.0215584577e-02,2.4783409959e-02,5.1993194037e-02,9.3152642125e-03,290,306
602,6.020000e-01,4.0204249168e-02,2.4772074550e-02,5.1981858628e-02,9.3152642125e-03,290,306
603,6.030000e-01,4.0187224640e-02,2.4755050022e-02,5.1964834099e-02,9.3152642124e-03,290,306
604,6.040000e-01,4.0164527572e-02,2.4732352954e-02,5.1942137032e-02,9.3152642124e-03,290,306
605,6.050000e-01,4.0136177012e-02,2.4704002395e-02,5.1913786472e-02,9.3152642124e-03,290,306
606,6.060000e-01,4.0102194463e-02,2.4670019845e-02,5.1879803922e-02,9.3152642124e-03,290,306
607,6.070000e-01,4.0062603867e-02,2.4630429249e-02,5.1840213326e-02,9.3152642124e-03,290,306
608,6.080000e-01,4.0017431595e-02,2.4585256978e-02,5.1795041055e-02,9.3152642124e-03,290,306
609,6.090000e-01,3.9966706432e-02,2.4534531814e-02,5.1744315891e-02,9.3152642124e-03,290,306
610,6.100000e-01,3.9910459553e-02,2.4478284936e-02,5.1688069013e-02,9.3152642124e-03,290,306
611,6.110000e-01,3.9848724516e-02,2.4416549898e-02,5.1626333976e-02,9.3152642124e-03,290,306
612,6.120000e-01,3.9781537234e-02,2.4349362617e-02,5.1559146694e-02,9.3152642124e-03,290,306
613,6.130000e-01,3.9708935963e-02,2.4276761345e-02,5.1486545423e-02,9.3152642124e-03,290,306
614,6.140000e-01,3.9630961275e-02,2.4198786657e-02,5.1408570735e-02,9.3152642124e-03,290,306
615,6.150000e-01,3.9547656041e-02,2.4115481423e-02,5.1325265501e-02,9.3152642124e-03,290,306
616,6.160000e-01,3.9459065407e-02,2.4026890789e-02,5.1236674867e-02,9.3152642124e-03,290,306
617,6.170000e-01,3.9365236770e-02,2.3933062152e-02,5.1142846230e-02,9.3152642124e-03,290,306
618,6.180000e-01,3.9266219754e-02,2.3834045136e-02,5.1043829214e-02,9.3152642124e-03,290,306
619,6.190000e-01,3.9162066185e-02,2.3729891567e-02,5.0939675645e-02,9.3152642124e-03,290,306
620,6.200000e-01,3.9052830064e-02,2.3620655447e-02,5.0830439524e-02,9.3152642123e-03,290,306
621,6.210000e-01,3.8938567541e-02,2.3506392924e-02,5.0716177001e-02,9.3152642123e-03,290,306
622,6.220000e-01,3.8819336884e-02,2.3387162267e-02,5.0596946344e-02,9.3152642123e-03,290,306
623,6.230000e-01,3.8695198455e-02,2.3263023838e-02,5.0472807915e-02,9.3152642123e-03,290,306
624,6.240000e-01,3.8566214674e-02,2.3134040057e-02,5.0343824134e-02,9.3152642123e-03,290,306
625,6.250000e-01,3.8432449993e-02,2.3000275376e-02,5.0210059453e-02,9.3152642123e-03,290,306
626,6.260000e-01,3.8293970863e-02,2.2861796246e-02,5.0071580323e-02,9.3152642123e-03,290,306
627,6.270000e-01,3.8150845700e-02,2.2718671083e-02,4.9928455160e-02,9.3152642123e-03,290,306
628,6.280000e-01,3.8003144856e-02,2.2570970239e-02,4.9780754316e-02,9.3152642123e-03,290,306
629,6.290000e-01,3.7850940578e-02,2.2418765961e-02,4.9628550038e-02,9.3152642122e-03,290,306
630,6.300000e-01,3.7694306981e-02,2.2262132364e-02,4.9471916442e-02,9.3152642122e-03,290,306
631,6.310000e-01,3.7533320008e-02,2.2101145390e-02,4.9310929468e-02,9.3152642122e-03,290,306
632,6.320000e-01,3.7368057392e-02,2.1935882775e-02,4.9145666852e-02,9.3152642122e-03,290,306
633,6.330000e-01,3.7198598624e-02,2.1766424007e-02,4.8976208085e-02,9.3152642122e-03,290,306
634,6.340000e-01,3.7025024913e-02,2.1592850296e-02,4.8802634373e-02,9.3152642122e-03,290,306
635,6.350000e-01,3.6847419145e-02,2.1415244528e-02,4.8625028606e-02,9.3152642121e-03,290,306
636,6.360000e-01,3.6665865848e-02,2.1233691231e-02,4.8443475309e-02,9.3152642121e-03,290,306
637,6.370000e-01,3.6480451150e-02,2.1048276533e-02,4.8258060610e-02,9.3152642121e-03,290,306
638,6.380000e-01,3.6291262737e-02,2.0859088120e-02,4.8068872198e-02,9.3152642121e-03,290,306
639,6.390000e-01,3.6098389817e-02,2.0666215200e-02,4.7875999277e-02,9.3152642121e-03,290,306
640,6.400000e-01,3.5901923072e-02,2.0469748456e-02,4.7679532533e-02,9.3152642121e-03,290,306
641,6.410000e-01,3.5701954623e-02,2.0269780006e-02,4.7479564084e-02,9.3152642120e-03,290,306
642,6.420000e-01,3.5498577979e-02,2.0066403362e-02,4.7276187440e-02,9.3152642120e-03,290,306
643,6.430000e-01,3.5291888000e-02,1.9859713383e-02,4.7069497461e-02,9.3152642120e-03,290,306
644,6.440000e-01,3.5081980850e-02,1.9649806234e-02,4.6859590311e-02,9.3152642120e-03,290,306
645,6.450000e-01,3.4868953956e-02,1.9436779339e-02,4.6646563417e-02,9.3152642120e-03,290,306
646,6.460000e-01,3.4652905957e-02,1.9220731341e-02,4.6430515418e-02,9.3152642119e-03,290,306
647,6.470000e-01,3.4433936666e-02,1.9001762050e-02,4.6211546127e-02,9.3152642119e-03,290,306
648,6.480000e-01,3.4212147019e-02,1.8779972403e-02,4.5989756480e-02,9.3152642119e-03,290,306
649,6.490000e-01,3.3987639031e-02,1.8555464415e-02,4.5765248492e-02,9.3152642119e-03,290,306
650,6.500000e-01,3.3760515748e-02,1.8328341131e-02,4.5538125209e-02,9.3152642119e-03,290,306
651,6.510000e-01,3.3530881202e-02,1.8098706586e-02,4.5308490663e-02,9.3152642118e-03,290,306
652,6.520000e-01,3.3298840362e-02,1.7866665746e-02,4.5076449824e-02,9.3152642118e-03,290,306
653,6.530000e-01,3.3064499089e-02,1.7632324474e-02,4.4842108551e-02,9.3152642118e-03,290,306
654,6.540000e-01,3.2827964084e-02,1.7395789469e-02,4.4605573546e-02,9.3152642118e-03,290,306
655,6.550000e-01,3.2589342843e-02,1.7157168227e-02,4.4366952305e-02,9.3152642118e-03,290,306
656,6.560000e-01,3.2348743606e-02,1.6916568990e-02,4.4126353068e-02,9.3152642117e-03,290,306
657,6.570000e-01,3.2106275311e-02,1.6674100695e-02,4.3883884772e-02,9.3152642117e-03,290,306
658,6.580000e-01,3.1862047542e-02,1.6429872927e-02,4.3639657004e-02,9.3152642117e-03,290,306
659,6.590000e-01,3.1616170483e-02,1.6183995868e-02,4.3393779945e-02,9.3152642117e-03,290,306
660,6.600000e-01,3.1368754867e-02,1.5936580252e-02,4.3146364329e-02,9.3152642116e-03,290,306
661,6.610000e-01,3.1119911924e-02,1.5687737309e-02,4.2897521386e-02,9.3152642116e-03,290,306
662,6.620000e-01,3.0869753337e-02,1.5437578721e-02,4.2647362799e-02,9.3152642116e-03,290,306
663,6.630000e-01,3.0618391185e-02,1.5186216570e-02,4.2396000647e-02,9.3152642116e-03,290,306
664,6.640000e-01,3.0365937901e-02,1.4933763285e-02,4.2143547363e-02,9.3152642116e-03,290,306
665,6.650000e-01,3.0112506214e-02,1.4680331599e-02,4.1890115676e-02,9.3152642115e-03,290,306
666,6.660000e-01,2.9858209106e-02,1.4426034491e-02,4.1635818569e-02,9.3152642115e-03,290,306
667,6.670000e-01,2.9603159759e-02,1.4170985144e-02,4.1380769221e-02,9.3152642115e-03,290,306
668,6.680000e-01,2.9347471501e-02,1.3915296886e-02,4.1125080963e-02,9.3152642115e-03,290,306
669,6.690000e-01,2.9091257764e-02,1.3659083149e-02,4.0868867226e-02,9.3152642114e-03,290,306
670,6.700000e-01,2.8834632026e-02,1.3402457412e-02,4.0612241489e-02,9.3152642114e-03,290,306
671,6.710000e-01,2.8577707769e-02,1.3145533154e-02,4.0355317232e-02,9.3152642114e-03,290,306
672,6.720000e-01,2.8320598421e-02,1.2888423806e-02,4.0098207884e-02,9.3152642114e-03,290,306
673,6.730000e-01,2.8063417312e-02,1.2631242697e-02,3.9841026775e-02,9.3152642113e-03,290,306
674,6.740000e-01,2.7806277621e-02,1.2374103006e-02,3.9583887084e-02,9.3152642113e-03,290,306
675,6.750000e-01,2.7549292329e-02,1.2117117714e-02,3.9326901792e-02,9.3152642113e-03,290,306
676,6.760000e-01,2.7292574168e-02,1.1860399554e-02,3.9070183631e-02,9.3152642113e-03,290,306
677,6.770000e-01,2.7036235573e-02,1.1604060959e-02,3.8813845036e-02,9.3152642113e-03,290,306
678,6.780000e-01,2.6780388631e-02,1.1348214017e-02,3.8557998094e-02,9.3152642112e-03,290,306
679,6.790000e-01,2.6525145036e-02,1.1092970421e-02,3.8302754499e-02,9.3152642112e-03,290,306
680,6.800000e-01,2.6270616035e-02,1.0838441421e-02,3.8048225498e-02,9.3152642112e-03,290,306
681,6.810000e-01,2.6016912385e-02,1.0584737771e-02,3.7794521849e-02,9.3152642112e-03,290,306
682,6.820000e-01,2.5764144304e-02,1.0331969690e-02,3.7541753767e-02,9.3152642111e-03,290,306
683,6.830000e-01,2.5512421420e-02,1.0080246806e-02,3.7290030883e-02,9.3152642111e-03,290,306
684,6.840000e-01,2.5261852727e-02,9.8296781136e-03,3.7039462191e-02,9.3152642111e-03,290,306
685,6.850000e-01,2.5012546540e-02,9.5803719261e-03,3.6790156004e-02,9.3152642111e-03,290,306
686,6.860000e-01,2.4764610442e-02,9.3324358279e-03,3.6542219905e-02,9.3152642111e-03,290,306
687,6.870000e-01,2.4518151243e-02,9.0859766291e-03,3.6295760707e-02,9.3152642110e-03,290,306
688,6.880000e-01,2.4273274934e-02,8.8411003201e-03,3.6050884398e-02,9.3152642110e-03,290,306
689,6.890000e-01,2.4030086639e-02,8.5979120257e-03,3.5807696103e-02,9.3152642110e-03,290,306
690,6.900000e-01,2.3788690574e-02,8.3565159606e-03,3.5566300038e-02,9.3152642110e-03,290,306
691,6.910000e-01,2.3549189999e-02,8.1170153851e-03,3.5326799463e-02,9.3152642109e-03,290,306
692,6.920000e-01,2.3311687174e-02,7.8795125607e-03,3.5089296638e-02,9.3152642109e-03,290,306
693,6.930000e-01,2.3076283321e-02,7.6441087077e-03,3.4853892785e-02,9.3152642109e-03,290,306
694,6.940000e-01,2.2843078575e-02,7.4109039614e-03,3.4620688039e-02,9.3152642109e-03,290,306
695,6.950000e-01,2.2612171943e-02,7.1799973302e-03,3.4389781408e-02,9.3152642109e-03,290,306
696,6.960000e-01,2.2383661267e-02,6.9514866543e-03,3.4161270732e-02,9.3152642108e-03,290,306
697,6.970000e-01,2.2157643177e-02,6.7254685636e-03,3.3935252641e-02,9.3152642108e-03,290,306
698,6.980000e-01,2.1934213051e-02,6.5020384380e-03,3.3711822515e-02,9.3152642108e-03,290,306
699,6.990000e-01,2.1713464980e-02,6.2812903673e-03,3.3491074445e-02,9.3152642108e-03,290,306
700,7.000000e-01,2.1495491724e-02,6.0633171113e-03,3.3273101189e-02,9.3152642108e-03,290,306
701,7.010000e-01,2.1280384675e-02,5.8482100621e-03,3.3057994140e-02,9.3152642107e-03,290,306
702,7.020000e-01,2.1068233818e-02,5.6360592053e-03,3.2845843283e-02,9.3152642107e-03,290,306
703,7.030000e-01,2.0859127696e-02,5.4269530831e-03,3.2636737161e-02,9.3152642107e-03,290,306
704,7.040000e-01,2.0653153370e-02,5.2209787576e-03,3.2430762835e-02,9.3152642107e-03,290,306
705,7.050000e-01,2.0450396387e-02,5.0182217748e-03,3.2228005852e-02,9.3152642107e-03,290,306
706,7.060000e-01,2.0250940742e-02,4.8187661295e-03,3.2028550207e-02,9.3152642106e-03,290,306
707,7.070000e-01,2.0054868844e-02,4.6226942311e-03,3.1832478309e-02,9.3152642106e-03,290,306
708,7.080000e-01,1.9862261482e-02,4.4300868692e-03,3.1639870947e-02,9.3152642106e-03,290,306
709,7.090000e-01,1.9673197794e-02,4.2410231814e-03,3.1450807259e-02,9.3152642106e-03,290,306
710,7.100000e-01,1.9487755233e-02,4.0555806209e-03,3.1265364698e-02,9.3152642106e-03,290,306
711,7.110000e-01,1.9306009537e-02,3.8738349249e-03,3.1083619002e-02,9.3152642106e-03,290,306
712,7.120000e-01,1.9128034697e-02,3.6958600845e-03,3.0905644162e-02,9.3152642105e-03,290,306
713,7.130000e-01,1.8953902927e-02,3.5217283145e-03,3.0731512392e-02,9.3152642105e-03,290,306
714,7.140000e-01,1.8783684637e-02,3.3515100249e-03,3.0561294102e-02,9.3152642105e-03,290,306
715,7.150000e-01,1.8617448405e-02,3.1852737925e-03,3.0395057870e-02,9.3152642105e-03,290,306
716,7.160000e-01,1.8455260946e-02,3.0230863339e-03,3.0232870411e-02,9.3152642105e-03,290,306
717,7.170000e-01,1.8297187091e-02,2.8650124791e-03,3.0074796557e-02,9.3152642105e-03,290,306
718,7.180000e-01,1.8143289758e-02,2.7111151459e-03,2.9920899223e-02,9.3152642104e-03,290,306
719,7.190000e-01,1.7993629927e-02,2.5614553153e-03,2.9771239393e-02,9.3152642104e-03,290,306
720,7.200000e-01,1.7848266620e-02,2.4160920081e-03,2.9625876086e-02,9.3152642104e-03,290,306
721,7.210000e-01,1.7707256874e-02,2.2750822618e-03,2.9484866339e-02,9.3152642104e-03,290,306
722,7.220000e-01,1.7570655720e-02,2.1384811085e-03,2.9348265186e-02,9.3152642104e-03,290,306
723,7.230000e-01,1.7438516166e-02,2.0063415544e-03,2.9216125632e-02,9.3152642104e-03,290,306
724,7.240000e-01,1.7310889171e-02,1.8787145595e-03,2.9088498637e-02,9.3152642104e-03,290,306
725,7.250000e-01,1.7187823630e-02,1.7556490183e-03,2.8965433096e-02,9.3152642104e-03,290,306
726,7.260000e-01,1.7069366354e-02,1.6371917419e-03,2.8846975819e-02,9.3152642104e-03,290,306
727,7.270000e-01,1.6955562052e-02,1.5233874407e-03,2.8733171518e-02,9.3152642103e-03,290,306
728,7.280000e-01,1.6846453319e-02,1.4142787078e-03,2.8624062785e-02,9.3152642103e-03,290,306
729,7.290000e-01,1.6742080616e-02,1.3099060040e-03,2.8519690081e-02,9.3152642103e-03,290,306
730,7.300000e-01,1.6642482255e-02,1.2103076433e-03,2.8420091721e-02,9.3152642103e-03,290,306
731,7.310000e-01,1.6547694391e-02,1.1155197795e-03,2.8325303857e-02,9.3152642103e-03,290,306
732,7.320000e-01,1.6457751005e-02,1.0255763938e-03,2.8235360471e-02,9.3152642103e-03,290,306
733,7.330000e-01,1.6372683895e-02,9.4050928320e-04,2.8150293361e-02,9.3152642103e-03,290,306
734,7.340000e-01,1.6292522662e-02,8.6034805000e-04,2.8070132127e-02,9.3152642103e-03,290,306
735,7.350000e-01,1.6217294704e-02,7.8512009270e-04,2.7994904170e-02,9.3152642103e-03,290,306
736,7.360000e-01,1.6147025208e-02,7.1485059700e-04,2.7924634674e-02,9.3152642103e-03,290,306
737,7.370000e-01,1.6081737140e-02,6.4956252820e-04,2.7859346606e-02,9.3152642103e-03,290,306
738,7.380000e-01,1.6021451237e-02,5.8927662540e-04,2.7799060703e-02,9.3152642103e-03,290,306
739,7.390000e-01,1.5966186006e-02,5.3401139490e-04,2.7743795472e-02,9.3152642103e-03,290,306
740,7.400000e-01,1.5915957718e-02,4.8378310660e-04,2.7693567184e-02,9.3152642102e-03,290,306
741,7.410000e-01,1.5870780401e-02,4.3860578980e-04,2.7648389867e-02,9.3152642102e-03,290,306
742,7.420000e-01,1.5830665842e-02,3.9849123070e-04,2.7608275308e-02,9.3152642102e-03,290,306
743,7.430000e-01,1.5795623582e-02,3.6344897100e-04,2.7573233048e-02,9.3152642102e-03,290,306
744,7.440000e-01,1.5765660919e-02,3.3348630730e-04,2.7543270385e-02,9.3152642102e-03,290,306
745,7.450000e-01,1.5740782903e-02,3.0860829130e-04,2.7518392369e-02,9.3152642102e-03,290,306
746,7.460000e-01,1.5720992342e-02,2.8881773110e-04,2.7498601809e-02,9.3152642102e-03,290,306
747,7.470000e-01,1.5706289805e-02,2.7411519400e-04,2.7483899271e-02,9.3152642102e-03,290,306
748,7.480000e-01,1.5696673621e-02,2.6449900930e-04,2.7474283087e-02,9.3152642102e-03,290,306
749,7.490000e-01,1.5692139884e-02,2.5996527300e-04,2.7469749350e-02,9.3152642102e-03,290,306
750,7.500000e-01,1.5692682464e-02,2.6050785280e-04,2.7470291930e-02,9.3152642102e-03,290,306
751,7.510000e-01,1.5698293006e-02,2.6611839450e-04,2.7475902472e-02,9.3152642102e-03,290,306
752,7.520000e-01,1.5708960941e-02,2.7678632940e-04,2.7486570407e-02,9.3152642102e-03,290,306
753,7.530000e-01,1.5724673493e-02,2.9249888210e-04,2.7502282960e-02,9.3152642102e-03,290,306
754,7.540000e-01,1.5745415691e-02,3.1324107990e-04,2.7523025157e-02,9.3152642102e-03,290,306
755,7.550000e-01,1.5771170374e-02,3.3899576290e-04,2.7548779840e-02,9.3152642102e-03,290,306
756,7.560000e-01,1.5801918206e-02,3.6974359500e-04,2.7579527672e-02,9.3152642102e-03,290,306
757,7.570000e-01,1.5837637687e-02,4.0546307570e-04,2.7615247153e-02,9.3152642102e-03,290,306
758,7.580000e-01,1.5878305165e-02,4.4613055340e-04,2.7655914631e-02,9.3152642102e-03,290,306
759,7.590000e-01,1.5923894850e-02,4.9172023880e-04,2.7701504316e-02,9.3152642102e-03,290,306
760,7.600000e-01,1.5974378832e-02,5.4220422010e-04,2.7751988298e-02,9.3152642103e-03,290,306
761,7.610000e-01,1.6029727090e-02,5.9755247820e-04,2.7807336556e-02,9.3152642103e-03,290,306
762,7.620000e-01,1.6089907515e-02,6.5773290380e-04,2.7867516981e-02,9.3152642103e-03,290,306
763,7.630000e-01,1.6154885926e-02,7.2271131410e-04,2.7932495392e-02,9.3152642103e-03,290,306
764,7.640000e-01,1.6224626084e-02,7.9245147210e-04,2.8002235550e-02,9.3152642103e-03,290,306
765,7.650000e-01,1.6299089716e-02,8.6691510490e-04,2.8076699182e-02,9.3152642103e-03,290,306
766,7.660000e-01,1.6378236536e-02,9.4606192450e-04,2.8155846002e-02,9.3152642103e-03,290,306
767,7.670000e-01,1.6462024260e-02,1.0298496483e-03,2.8239633726e-02,9.3152642103e-03,290,306
768,7.680000e-01,1.6550408633e-02,1.1182340210e-03,2.8328018098e-02,9.3152642103e-03,290,306
