frame,t_s,z_mean_m,z_min_m,z_max_m,z_std_m,n_nodes,n_all
254,2.540000e-01,3.6528560636e-02,2.1096386019e-02,4.8306170097e-02,9.3152642121e-03,290,306
255,2.550000e-01,3.6820786656e-02,2.1388612039e-02,4.8598396117e-02,9.3152642121e-03,290,306
256,2.560000e-01,3.7108325726e-02,2.1676151109e-02,4.8885935186e-02,9.3152642122e-03,290,306
257,2.570000e-01,3.7391058927e-02,2.1958884310e-02,4.9168668387e-02,9.3152642122e-03,290,306
258,2.580000e-01,3.7668869644e-02,2.2236695026e-02,4.9446479104e-02,9.3152642122e-03,290,306
259,2.590000e-01,3.7941643611e-02,2.2509468994e-02,4.9719253072e-02,9.3152642122e-03,290,306
260,2.600000e-01,3.8209268962e-02,2.2777094345e-02,4.9986878422e-02,9.3152642123e-03,290,306
261,2.610000e-01,3.8471636271e-02,2.3039461654e-02,5.0249245731e-02,9.3152642123e-03,290,306
262,2.620000e-01,3.8728638599e-02,2.3296463981e-02,5.0506248059e-02,9.3152642123e-03,290,306
263,2.630000e-01,3.8980171536e-02,2.3547996918e-02,5.0757780996e-02,9.3152642123e-03,290,306
264,2.640000e-01,3.9226133244e-02,2.3793958627e-02,5.1003742704e-02,9.3152642124e-03,290,306
265,2.650000e-01,3.9466424498e-02,2.4034249881e-02,5.1244033958e-02,9.3152642124e-03,290,306
266,2.660000e-01,3.9700948724e-02,2.4268774106e-02,5.1478558184e-02,9.3152642124e-03,290,306
267,2.670000e-01,3.9929612037e-02,2.4497437419e-02,5.1707221496e-02,9.3152642124e-03,290,306
268,2.680000e-01,4.0152323278e-02,2.4720148661e-02,5.1929932738e-02,9.3152642124e-03,290,306
269,2.690000e-01,4.0368994054e-02,2.4936819436e-02,5.2146603514e-02,9.3152642125e-03,290,306
270,2.700000e-01,4.0579538765e-02,2.5147364147e-02,5.2357148225e-02,9.3152642125e-03,290,306
271,2.710000e-01,4.0783874643e-02,2.5351700026e-02,5.2561484103e-02,9.3152642125e-03,290,306
272,2.720000e-01,4.0981921782e-02,2.5549747164e-02,5.2759531242e-02,9.3152642125e-03,290,306
273,2.730000e-01,4.1173603168e-02,2.5741428550e-02,5.2951212627e-02,9.3152642125e-03,290,306
274,2.740000e-01,4.1358844708e-02,2.5926670090e-02,5.3136454168e-02,9.3152642126e-03,290,306
275,2.750000e-01,4.1537575261e-02,2.6105400642e-02,5.3315184720e-02,9.3152642126e-03,290,306
276,2.760000e-01,4.1709726658e-02,2.6277552040e-02,5.3487336118e-02,9.3152642126e-03,290,306
277,2.770000e-01,4.1875233737e-02,2.6443059118e-02,5.3652843196e-02,9.3152642126e-03,290,306
278,2.780000e-01,4.2034034355e-02,2.6601859737e-02,5.3811643815e-02,9.3152642126e-03,290,306
279,2.790000e-01,4.2186069423e-02,2.6753894805e-02,5.3963678882e-02,9.3152642126e-03,290,306
280,2.800000e-01,4.2331282916e-02,2.6899108297e-02,5.4108892375e-02,9.3152642126e-03,290,306
281,2.810000e-01,4.2469621899e-02,2.7037447281e-02,5.4247231358e-02,9.3152642127e-03,290,306
282,2.820000e-01,4.2601036545e-02,2.7168861927e-02,5.4378646004e-02,9.3152642127e-03,290,306
283,2.830000e-01,4.2725480150e-02,2.7293305531e-02,5.4503089609e-02,9.3152642127e-03,290,306
284,2.840000e-01,4.2842909149e-02,2.7410734530e-02,5.4620518608e-02,9.3152642127e-03,290,306
285,2.850000e-01,4.2953283131e-02,2.7521108512e-02,5.4730892590e-02,9.3152642127e-03,290,306
286,2.860000e-01,4.3056564851e-02,2.7624390232e-02,5.4834174309e-02,9.3152642127e-03,290,306
287,2.870000e-01,4.3152720241e-02,2.7720545622e-02,5.4930329700e-02,9.3152642127e-03,290,306
288,2.880000e-01,4.3241718422e-02,2.7809543804e-02,5.5019327881e-02,9.3152642127e-03,290,306
289,2.890000e-01,4.3323531710e-02,2.7891357091e-02,5.5101141168e-02,9.3152642127e-03,290,306
290,2.900000e-01,4.3398135623e-02,2.7965961004e-02,5.5175745081e-02,9.3152642127e-03,290,306
291,2.910000e-01,4.3465508889e-02,2.8033334270e-02,5.5243118347e-02,9.3152642127e-03,290,306
292,2.920000e-01,4.3525633448e-02,2.8093458829e-02,5.5303242907e-02,9.3152642128e-03,290,306
293,2.930000e-01,4.3578494456e-02,2.8146319838e-02,5.5356103915e-02,9.3152642128e-03,290,306
294,2.940000e-01,4.3624080287e-02,2.8191905668e-02,5.5401689746e-02,9.3152642128e-03,290,306
295,2.950000e-01,4.3662382530e-02,2.8230207911e-02,5.5439991989e-02,9.3152642128e-03,290,306
296,2.960000e-01,4.3693395991e-02,2.8261221372e-02,5.5471005449e-02,9.3152642128e-03,290,306
297,2.970000e-01,4.3717118687e-02,2.8284944068e-02,5.5494728146e-02,9.3152642128e-03,290,306
298,2.980000e-01,4.3733551846e-02,2.8301377228e-02,5.5511161305e-02,9.3152642128e-03,290,306
299,2.990000e-01,4.3742699898e-02,2.8310525279e-02,5.5520309356e-02,9.3152642128e-03,290,306
300,3.000000e-01,4.3744570466e-02,2.8312395847e-02,5.5522179924e-02,9.3152642128e-03,290,306
301,3.010000e-01,4.3739174363e-02,2.8306999745e-02,5.5516783822e-02,9.3152642128e-03,290,306
302,3.020000e-01,4.3726525580e-02,2.8294350961e-02,5.5504135039e-02,9.3152642128e-03,290,306
303,3.030000e-01,4.3706641272e-02,2.8274466653e-02,5.5484250730e-02,9.3152642128e-03,290,306
304,3.040000e-01,4.3679541747e-02,2.8247367129e-02,5.5457151206e-02,9.3152642128e-03,290,306
305,3.050000e-01,4.3645250456e-02,2.8213075837e-02,5.5422859915e-02,9.3152642128e-03,290,306
306,3.060000e-01,4.3603793971e-02,2.8171619353e-02,5.5381403430e-02,9.3152642128e-03,290,306
307,3.070000e-01,4.3555201974e-02,2.8123027355e-02,5.5332811432e-02,9.3152642128e-03,290,306
308,3.080000e-01,4.3499507233e-02,2.8067332615e-02,5.5277116692e-02,9.3152642127e-03,290,306
309,3.090000e-01,4.3436745591e-02,2.8004570972e-02,5.5214355050e-02,9.3152642127e-03,290,306
310,3.100000e-01,4.3366955936e-02,2.7934781318e-02,5.5144565395e-02,9.3152642127e-03,290,306
311,3.110000e-01,4.3290180187e-02,2.7858005569e-02,5.5067789646e-02,9.3152642127e-03,290,306
312,3.120000e-01,4.3206463266e-02,2.7774288647e-02,5.4984072725e-02,9.3152642127e-03,290,306
313,3.130000e-01,4.3115853073e-02,2.7683678455e-02,5.4893462532e-02,9.3152642127e-03,290,306
314,3.140000e-01,4.3018400465e-02,2.7586225847e-02,5.4796009924e-02,9.3152642127e-03,290,306
315,3.150000e-01,4.2914159224e-02,2.7481984606e-02,5.4691768683e-02,9.3152642127e-03,290,306
316,3.160000e-01,4.2803186031e-02,2.7371011412e-02,5.4580795490e-02,9.3152642127e-03,290,306
317,3.170000e-01,4.2685540436e-02,2.7253365817e-02,5.4463149895e-02,9.3152642127e-03,290,306
318,3.180000e-01,4.2561284826e-02,2.7129110208e-02,5.4338894285e-02,9.3152642127e-03,290,306
319,3.190000e-01,4.2430484397e-02,2.6998309779e-02,5.4208093856e-02,9.3152642127e-03,290,306
320,3.200000e-01,4.2293207115e-02,2.6861032497e-02,5.4070816574e-02,9.3152642126e-03,290,306
321,3.210000e-01,4.2149523688e-02,2.6717349069e-02,5.3927133147e-02,9.3152642126e-03,290,306
322,3.220000e-01,4.1999507523e-02,2.6567332905e-02,5.3777116982e-02,9.3152642126e-03,290,306
323,3.230000e-01,4.1843234698e-02,2.6411060080e-02,5.3620844157e-02,9.3152642126e-03,290,306
324,3.240000e-01,4.1680783917e-02,2.6248609299e-02,5.3458393377e-02,9.3152642126e-03,290,306
325,3.250000e-01,4.1512236477e-02,2.6080061859e-02,5.3289845936e-02,9.3152642126e-03,290,306
326,3.260000e-01,4.1337676222e-02,2.5905501604e-02,5.3115285682e-02,9.3152642126e-03,290,306
327,3.270000e-01,4.1157189509e-02,2.5725014891e-02,5.2934798968e-02,9.3152642125e-03,290,306
328,3.280000e-01,4.0970865158e-02,2.5538690540e-02,5.2748474618e-02,9.3152642125e-03,290,306
329,3.290000e-01,4.0778794418e-02,2.5346619800e-02,5.2556403877e-02,9.3152642125e-03,290,306
330,3.300000e-01,4.0581070915e-02,2.5148896298e-02,5.2358680375e-02,9.3152642125e-03,290,306
331,3.310000e-01,4.0377790613e-02,2.4945615995e-02,5.2155400073e-02,9.3152642125e-03,290,306
332,3.320000e-01,4.0169051764e-02,2.4736877146e-02,5.1946661223e-02,9.3152642124e-03,290,306
333,3.330000e-01,3.9954954862e-02,2.4522780244e-02,5.1732564322e-02,9.3152642124e-03,290,306
334,3.340000e-01,3.9735602598e-02,2.4303427980e-02,5.1513212057e-02,9.3152642124e-03,290,306
335,3.350000e-01,3.9511099807e-02,2.4078925190e-02,5.1288709267e-02,9.3152642124e-03,290,306
336,3.360000e-01,3.9281553423e-02,2.3849378806e-02,5.1059162883e-02,9.3152642124e-03,290,306
337,3.370000e-01,3.9047072425e-02,2.3614897808e-02,5.0824681885e-02,9.3152642123e-03,290,306
338,3.380000e-01,3.8807767787e-02,2.3375593170e-02,5.0585377247e-02,9.3152642123e-03,290,306
339,3.390000e-01,3.8563752427e-02,2.3131577810e-02,5.0341361887e-02,9.3152642123e-03,290,306
340,3.400000e-01,3.8315141154e-02,2.2882966536e-02,5.0092750614e-02,9.3152642123e-03,290,306
341,3.410000e-01,3.8062050611e-02,2.2629875994e-02,4.9839660071e-02,9.3152642123e-03,290,306
342,3.420000e-01,3.7804599227e-02,2.2372424610e-02,4.9582208687e-02,9.3152642122e-03,290,306
343,3.430000e-01,3.7542907158e-02,2.2110732541e-02,4.9320516618e-02,9.3152642122e-03,290,306
344,3.440000e-01,3.7277096231e-02,2.1844921614e-02,4.9054705691e-02,9.3152642122e-03,290,306
345,3.450000e-01,3.7007289890e-02,2.1575115273e-02,4.8784899351e-02,9.3152642122e-03,290,306
346,3.460000e-01,3.6733613139e-02,2.1301438522e-02,4.8511222600e-02,9.3152642121e-03,290,306
347,3.470000e-01,3.6456192483e-02,2.1024017866e-02,4.8233801943e-02,9.3152642121e-03,290,306
348,3.480000e-01,3.6175155868e-02,2.0742981252e-02,4.7952765329e-02,9.3152642121e-03,290,306
349,3.490000e-01,3.5890632631e-02,2.0458458014e-02,4.7668242091e-02,9.3152642121e-03,290,306
350,3.500000e-01,3.5602753429e-02,2.0170578812e-02,4.7380362890e-02,9.3152642120e-03,290,306
351,3.510000e-01,3.5311650189e-02,1.9879475573e-02,4.7089259650e-02,9.3152642120e-03,290,306
352,3.520000e-01,3.5017456045e-02,1.9585281428e-02,4.6795065505e-02,9.3152642120e-03,290,306
353,3.530000e-01,3.4720305273e-02,1.9288130657e-02,4.6497914734e-02,9.3152642120e-03,290,306
354,3.540000e-01,3.4420333239e-02,1.8988158623e-02,4.6197942700e-02,9.3152642119e-03,290,306
355,3.550000e-01,3.4117676330e-02,1.8685501714e-02,4.5895285792e-02,9.3152642119e-03,290,306
356,3.560000e-01,3.3812471897e-02,1.8380297281e-02,4.5590081358e-02,9.3152642119e-03,290,306
357,3.570000e-01,3.3504858188e-02,1.8072683572e-02,4.5282467650e-02,9.3152642118e-03,290,306
358,3.580000e-01,3.3194974294e-02,1.7762799678e-02,4.4972583756e-02,9.3152642118e-03,290,306
359,3.590000e-01,3.2882960079e-02,1.7450785463e-02,4.4660569540e-02,9.3152642118e-03,290,306
360,3.600000e-01,3.2568956119e-02,1.7136781503e-02,4.4346565580e-02,9.3152642118e-03,290,306
361,3.610000e-01,3.2253103642e-02,1.6820929026e-02,4.4030713103e-02,9.3152642117e-03,290,306
362,3.620000e-01,3.1935544462e-02,1.6503369846e-02,4.3713153924e-02,9.3152642117e-03,290,306
363,3.630000e-01,3.1616420917e-02,1.6184246301e-02,4.3394030379e-02,9.3152642117e-03,290,306
364,3.640000e-01,3.1295875804e-02,1.5863701189e-02,4.3073485266e-02,9.3152642116e-03,290,306
365,3.650000e-01,3.0974052319e-02,1.5541877704e-02,4.2751661781e-02,9.3152642116e-03,290,306
366,3.660000e-01,3.0651093989e-02,1.5218919374e-02,4.2428703452e-02,9.3152642116e-03,290,306
367,3.670000e-01,3.0327144612e-02,1.4894969997e-02,4.2104754074e-02,9.3152642116e-03,290,306
368,3.680000e-01,3.0002348189e-02,1.4570173574e-02,4.1779957651e-02,9.3152642115e-03,290,306
369,3.690000e-01,2.9676848867e-02,1.4244674252e-02,4.1454458329e-02,9.3152642115e-03,290,306
370,3.700000e-01,2.9350790868e-02,1.3918616253e-02,4.1128400331e-02,9.3152642115e-03,290,306
371,3.710000e-01,2.9024318432e-02,1.3592143817e-02,4.0801927895e-02,9.3152642114e-03,290,306
372,3.720000e-01,2.8697575749e-02,1.3265401135e-02,4.0475185212e-02,9.3152642114e-03,290,306
373,3.730000e-01,2.8370706898e-02,1.2938532283e-02,4.0148316361e-02,9.3152642114e-03,290,306
374,3.740000e-01,2.8043855782e-02,1.2611681167e-02,3.9821465245e-02,9.3152642113e-03,290,306
375,3.750000e-01,2.7717166067e-02,1.2284991452e-02,3.9494775530e-02,9.3152642113e-03,290,306
376,3.760000e-01,2.7390781118e-02,1.1958606504e-02,3.9168390581e-02,9.3152642113e-03,290,306
377,3.770000e-01,2.7064843938e-02,1.1632669324e-02,3.8842453401e-02,9.3152642113e-03,290,306
378,3.780000e-01,2.6739497103e-02,1.1307322489e-02,3.8517106567e-02,9.3152642112e-03,290,306
379,3.790000e-01,2.6414882703e-02,1.0982708088e-02,3.8192492166e-02,9.3152642112e-03,290,306
380,3.800000e-01,2.6091142276e-02,1.0658967662e-02,3.7868751739e-02,9.3152642112e-03,290,306
381,3.810000e-01,2.5768416753e-02,1.0336242139e-02,3.7546026216e-02,9.3152642111e-03,290,306
382,3.820000e-01,2.5446846391e-02,1.0014671777e-02,3.7224455854e-02,9.3152642111e-03,290,306
383,3.830000e-01,2.5126570716e-02,9.6943961026e-03,3.6904180180e-02,9.3152642111e-03,290,306
384,3.840000e-01,2.4807728463e-02,9.3755538492e-03,3.6585337927e-02,9.3152642111e-03,290,306
385,3.850000e-01,2.4490457512e-02,9.0582828985e-03,3.6268066976e-02,9.3152642110e-03,290,306
386,3.860000e-01,2.4174894834e-02,8.7427202207e-03,3.5952504298e-02,9.3152642110e-03,290,306
387,3.870000e-01,2.3861176430e-02,8.4290018163e-03,3.5638785894e-02,9.3152642110e-03,290,306
388,3.880000e-01,2.3549437271e-02,8.1172626575e-03,3.5327046735e-02,9.3152642109e-03,290,306
389,3.890000e-01,2.3239811244e-02,7.8076366306e-03,3.5017420708e-02,9.3152642109e-03,290,306
390,3.900000e-01,2.2932431092e-02,7.5002564788e-03,3.4710040556e-02,9.3152642109e-03,290,306
391,3.910000e-01,2.2627428359e-02,7.1952537458e-03,3.4405037823e-02,9.3152642109e-03,290,306
392,3.920000e-01,2.2324933333e-02,6.8927587196e-03,3.4102542797e-02,9.3152642108e-03,290,306
393,3.930000e-01,2.2025074991e-02,6.5929003778e-03,3.3802684455e-02,9.3152642108e-03,290,306
394,3.940000e-01,2.1727980945e-02,6.2958063322e-03,3.3505590410e-02,9.3152642108e-03,290,306
395,3.950000e-01,2.1433777389e-02,6.0016027757e-03,3.3211386853e-02,9.3152642107e-03,290,306
396,3.960000e-01,2.1142589041e-02,5.7104144285e-03,3.2920198506e-02,9.3152642107e-03,290,306
397,3.970000e-01,2.0854539099e-02,5.4223644858e-03,3.2632148563e-02,9.3152642107e-03,290,306
398,3.980000e-01,2.0569749179e-02,5.1375745662e-03,3.2347358644e-02,9.3152642107e-03,290,306
399,3.990000e-01,2.0288339273e-02,4.8561646606e-03,3.2065948738e-02,9.3152642106e-03,290,306
400,4.000000e-01,2.0010427695e-02,4.5782530822e-03,3.1788037160e-02,9.3152642106e-03,290,306
401,4.010000e-01,1.9736131029e-02,4.3039564168e-03,3.1513740494e-02,9.3152642106e-03,290,306
402,4.020000e-01,1.9465564087e-02,4.0333894750e-03,3.1243173552e-02,9.3152642106e-03,290,306
403,4.030000e-01,1.9198839856e-02,3.7666652437e-03,3.0976449321e-02,9.3152642105e-03,290,306
404,4.040000e-01,1.8936069452e-02,3.5038948402e-03,3.0713678918e-02,9.3152642105e-03,290,306
405,4.050000e-01,1.8677362078e-02,3.2451874657e-03,3.0454971543e-02,9.3152642105e-03,290,306
406,4.060000e-01,1.8422824973e-02,2.9906503605e-03,3.0200434438e-02,9.3152642105e-03,290,306
407,4.070000e-01,1.8172563372e-02,2.7403887602e-03,2.9950172838e-02,9.3152642105e-03,290,306
408,4.080000e-01,1.7926680464e-02,2.4945058525e-03,2.9704289930e-02,9.3152642104e-03,290,306
409,4.090000e-01,1.7685277347e-02,2.2531027352e-03,2.9462886813e-02,9.3152642104e-03,290,306
410,4.100000e-01,1.7448452987e-02,2.0162783748e-03,2.9226062452e-02,9.3152642104e-03,290,306
411,4.110000e-01,1.7216304179e-02,1.7841295668e-03,2.8993913644e-02,9.3152642104e-03,290,306
412,4.120000e-01,1.6988925508e-02,1.5567508964e-03,2.8766534974e-02,9.3152642103e-03,290,306
413,4.130000e-01,1.6766409312e-02,1.3342347002e-03,2.8544018778e-02,9.3152642103e-03,290,306
414,4.140000e-01,1.6548845642e-02,1.1166710300e-03,2.8326455107e-02,9.3152642103e-03,290,306
415,4.150000e-01,1.6336322228e-02,9.0414761600e-04,2.8113931693e-02,9.3152642103e-03,290,306
416,4.160000e-01,1.6128924444e-02,6.9674983220e-04,2.7906533910e-02,9.3152642103e-03,290,306
417,4.170000e-01,1.5926735274e-02,4.9456066300e-04,2.7704344740e-02,9.3152642102e-03,290,306
418,4.180000e-01,1.5729835281e-02,2.9766067000e-04,2.7507444747e-02,9.3152642102e-03,290,306
419,4.190000e-01,1.5538302572e-02,1.0612796100e-04,2.7315912038e-02,9.3152642102e-03,290,306
420,4.200000e-01,1.5352212770e-02,-7.9961841000e-05,2.7129822236e-02,9.3152642102e-03,290,306
421,4.210000e-01,1.5171638985e-02,-2.6053562650e-04,2.6949248451e-02,9.3152642102e-03,290,306
422,4.220000e-01,1.4996651783e-02,-4.3552282820e-04,2.6774261249e-02,9.3152642102e-03,290,306
423,4.230000e-01,1.4827319164e-02,-6.0485544750e-04,2.6604928630e-02,9.3152642101e-03,290,306
424,4.240000e-01,1.4663706531e-02,-7.6846808030e-04,2.6441315997e-02,9.3152642101e-03,290,306
425,4.250000e-01,1.4505876669e-02,-9.2629794200e-04,2.6283486135e-02,9.3152642101e-03,290,306
426,4.260000e-01,1.4353889720e-02,-1.0782848906e-03,2.6131499187e-02,9.3152642101e-03,290,306
427,4.270000e-01,1.4207803162e-02,-1.2243714488e-03,2.5985412629e-02,9.3152642101e-03,290,306
428,4.280000e-01,1.4067671785e-02,-1.3645028256e-03,2.5845281252e-02,9.3152642101e-03,290,306
429,4.290000e-01,1.3933547676e-02,-1.4986269351e-03,2.5711157142e-02,9.3152642101e-03,290,306
430,4.300000e-01,1.3805480195e-02,-1.6266944163e-03,2.5583089661e-02,9.3152642101e-03,290,306
431,4.310000e-01,1.3683515962e-02,-1.7486586493e-03,2.5461125428e-02,9.3152642100e-03,290,306
432,4.320000e-01,1.3567698839e-02,-1.8644757721e-03,2.5345308305e-02,9.3152642100e-03,290,306
433,4.330000e-01,1.3458069915e-02,-1.9741046953e-03,2.5235679382e-02,9.3152642100e-03,290,306
434,4.340000e-01,1.3354667495e-02,-2.0775071158e-03,2.5132276962e-02,9.3152642100e-03,290,306
435,4.350000e-01,1.3257527082e-02,-2.1746475290e-03,2.5035136548e-02,9.3152642100e-03,290,306
436,4.360000e-01,1.3166681371e-02,-2.2654932399e-03,2.4944290838e-02,9.3152642100e-03,290,306
437,4.370000e-01,1.3082160237e-02,-2.3500143735e-03,2.4859769704e-02,9.3152642100e-03,290,306
438,4.380000e-01,1.3003990728e-02,-2.4281838827e-03,2.4781600195e-02,9.3152642100e-03,290,306
439,4.390000e-01,1.2932197054e-02,-2.4999775562e-03,2.4709806521e-02,9.3152642100e-03,290,306
440,4.400000e-01,1.2866800586e-02,-2.5653740244e-03,2.4644410053e-02,9.3152642100e-03,290,306
441,4.410000e-01,1.2807819846e-02,-2.6243547642e-03,2.4585429313e-02,9.3152642100e-03,290,306
442,4.420000e-01,1.2755270508e-02,-2.6769041027e-03,2.4532879975e-02,9.3152642100e-03,290,306
443,4.430000e-01,1.2709165391e-02,-2.7230092197e-03,2.4486774858e-02,9.3152642100e-03,290,306
444,4.440000e-01,1.2669514462e-02,-2.7626601483e-03,2.4447123929e-02,9.3152642100e-03,290,306
445,4.450000e-01,1.2636324835e-02,-2.7958497751e-03,2.4413934302e-02,9.3152642100e-03,290,306
446,4.460000e-01,1.2609600772e-02,-2.8225738387e-03,2.4387210239e-02,9.3152642099e-03,290,306
447,4.470000e-01,1.2589343683e-02,-2.8428309271e-03,2.4366953150e-02,9.3152642099e-03,290,306
448,4.480000e-01,1.2575552137e-02,-2.8566224734e-03,2.4353161604e-02,9.3152642099e-03,290,306
449,4.490000e-01,1.2568221860e-02,-2.8639527510e-03,2.4345831326e-02,9.3152642099e-03,290,306
450,4.500000e-01,1.2567345743e-02,-2.8648288671e-03,2.4344955210e-02,9.3152642099e-03,290,306
451,4.510000e-01,1.2572913856e-02,-2.8592607549e-03,2.4350523323e-02,9.3152642099e-03,290,306
452,4.520000e-01,1.2584913446e-02,-2.8472611649e-03,2.4362522913e-02,9.3152642099e-03,290,306
453,4.530000e-01,1.2603328956e-02,-2.8288456545e-03,2.4380938423e-02,9.3152642099e-03,290,306
454,4.540000e-01,1.2628142033e-02,-2.8040325771e-03,2.4405751500e-02,9.3152642099e-03,290,306
455,4.550000e-01,1.2659331541e-02,-2.7728430692e-03,2.4436941008e-02,9.3152642100e-03,290,306
456,4.560000e-01,1.2696873574e-02,-2.7353010369e-03,2.4474483041e-02,9.3152642100e-03,290,306
457,4.570000e-01,1.2740741470e-02,-2.6914331408e-03,2.4518350937e-02,9.3152642100e-03,290,306
458,4.580000e-01,1.2790905831e-02,-2.6412687799e-03,2.4568515298e-02,9.3152642100e-03,290,306
459,4.590000e-01,1.2847334536e-02,-2.5848400743e-03,2.4624944003e-02,9.3152642100e-03,290,306
460,4.600000e-01,1.2909992764e-02,-2.5221818469e-03,2.4687602231e-02,9.3152642100e-03,290,306
461,4.610000e-01,1.2978843007e-02,-2.4533316034e-03,2.4756452474e-02,9.3152642100e-03,290,306
462,4.620000e-01,1.3053845099e-02,-2.3783295121e-03,2.4831454565e-02,9.3152642100e-03,290,306
463,4.630000e-01,1.3134956229e-02,-2.2972183812e-03,2.4912565696e-02,9.3152642100e-03,290,306
464,4.640000e-01,1.3222130974e-02,-2.2100436364e-03,2.4999740441e-02,9.3152642100e-03,290,306
465,4.650000e-01,1.3315321314e-02,-2.1168532967e-03,2.5092930781e-02,9.3152642100e-03,290,306
466,4.660000e-01,1.3414476662e-02,-2.0176979487e-03,2.5192086129e-02,9.3152642100e-03,290,306
467,4.670000e-01,1.3519543890e-02,-1.9126307207e-03,2.5297153357e-02,9.3152642100e-03,290,306
468,4.680000e-01,1.3630467356e-02,-1.8017072551e-03,2.5408076822e-02,9.3152642100e-03,290,306
469,4.690000e-01,1.3747188931e-02,-1.6849856798e-03,2.5524798398e-02,9.3152642101e-03,290,306
470,4.700000e-01,1.3869648032e-02,-1.5625265789e-03,2.5647257499e-02,9.3152642101e-03,290,306
471,4.710000e-01,1.3997781649e-02,-1.4343929622e-03,2.5775391115e-02,9.3152642101e-03,290,306
472,4.720000e-01,1.4131524378e-02,-1.3006502332e-03,2.5909133844e-02,9.3152642101e-03,290,306
473,4.730000e-01,1.4270808454e-02,-1.1613661568e-03,2.6048417921e-02,9.3152642101e-03,290,306
474,4.740000e-01,1.4415563785e-02,-1.0166108261e-03,2.6193173251e-02,9.3152642101e-03,290,306
475,4.750000e-01,1.4565717984e-02,-8.6645662690e-04,2.6343327451e-02,9.3152642101e-03,290,306
476,4.760000e-01,1.4721196408e-02,-7.1097820330e-04,2.6498805874e-02,9.3152642101e-03,290,306
477,4.770000e-01,1.4881922191e-02,-5.5025242040e-04,2.6659531657e-02,9.3152642102e-03,290,306
478,4.780000e-01,1.5047816284e-02,-3.8435832750e-04,2.6825425750e-02,9.3152642102e-03,290,306
479,4.790000e-01,1.5218797492e-02,-2.1337711970e-04,2.6996406958e-02,9.3152642102e-03,290,306
480,4.800000e-01,1.5394782513e-02,-3.7392098600e-05,2.7172391979e-02,9.3152642102e-03,290,306
481,4.810000e-01,1.5575685979e-02,1.4351136730e-04,2.7353295445e-02,9.3152642102e-03,290,306
482,4.820000e-01,1.5761420495e-02,3.2924588390e-04,2.7539029961e-02,9.3152642102e-03,290,306
483,4.830000e-01,1.5951896684e-02,5.1972207290e-04,2.7729506150e-02,9.3152642103e-03,290,306
484,4.840000e-01,1.6147023226e-02,7.1484861410e-04,2.7924632692e-02,9.3152642103e-03,290,306
485,4.850000e-01,1.6346706901e-02,9.1453228910e-04,2.8124316367e-02,9.3152642103e-03,290,306
486,4.860000e-01,1.6550852637e-02,1.1186780250e-03,2.8328462102e-02,9.3152642103e-03,290,306
487,4.870000e-01,1.6759363551e-02,1.3271889391e-03,2.8536973017e-02,9.3152642103e-03,290,306
488,4.880000e-01,1.6972140996e-02,1.5399663848e-03,2.8749750462e-02,9.3152642103e-03,290,306
489,4.890000e-01,1.7189084609e-02,1.7569099971e-03,2.8966694075e-02,9.3152642104e-03,290,306
490,4.900000e-01,1.7410092352e-02,1.9779177402e-03,2.9187701818e-02,9.3152642104e-03,290,306
491,4.910000e-01,1.7635060566e-02,2.2028859546e-03,2.9412670032e-02,9.3152642104e-03,290,306
492,4.920000e-01,1.7863884017e-02,2.4317094053e-03,2.9641493483e-02,9.3152642104e-03,290,306
493,4.930000e-01,1.8096455943e-02,2.6642813308e-03,2.9874065408e-02,9.3152642104e-03,290,306
494,4.940000e-01,1.8332668104e-02,2.9004934923e-03,3.0110277570e-02,9.3152642105e-03,290,306
495,4.950000e-01,1.8572410836e-02,3.1402362236e-03,3.0350020301e-02,9.3152642105e-03,290,306
496,4.960000e-01,1.8815573094e-02,3.3833984816e-03,3.0593182559e-02,9.3152642105e-03,290,306
497,4.970000e-01,1.9062042510e-02,3.6298678977e-03,3.0839651975e-02,9.3152642105e-03,290,306
498,4.980000e-01,1.9311705441e-02,3.8795308286e-03,3.1089314906e-02,9.3152642106e-03,290,306
499,4.990000e-01,1.9564447022e-02,4.1322724092e-03,3.1342056487e-02,9.3152642106e-03,290,306
500,5.000000e-01,1.9820151216e-02,4.3879766040e-03,3.1597760681e-02,9.3152642106e-03,290,306
501,5.010000e-01,2.0078700874e-02,4.6465262611e-03,3.1856310339e-02,9.3152642106e-03,290,306
502,5.020000e-01,2.0339977777e-02,4.9078031645e-03,3.2117587242e-02,9.3152642106e-03,290,306
503,5.030000e-01,2.0603862701e-02,5.1716880885e-03,3.2381472166e-02,9.3152642107e-03,290,306
504,5.040000e-01,2.0870235464e-02,5.4380608513e-03,3.2647844929e-02,9.3152642107e-03,290,306
505,5.050000e-01,2.1138974982e-02,5.7068003695e-03,3.2916584447e-02,9.3152642107e-03,290,306
506,5.060000e-01,2.1409959326e-02,5.9777847128e-03,3.3187568790e-02,9.3152642107e-03,290,306
507,5.070000e-01,2.1683065772e-02,6.2508911590e-03,3.3460675236e-02,9.3152642108e-03,290,306
508,5.080000e-01,2.1958170862e-02,6.5259962491e-03,3.3735780327e-02,9.3152642108e-03,290,306
509,5.090000e-01,2.2235150456e-02,6.8029758428e-03,3.4012759920e-02,9.3152642108e-03,290,306
510,5.100000e-01,2.2513879787e-02,7.0817051741e-03,3.4291489252e-02,9.3152642108e-03,290,306
